muni_code;region;muni_name;uf_code;uf_acr;tipo_regiao;bioma;altitude;koppen;pop22;prop_residuo;prop_esgot
4311700;4;Machadinho;43;RS;n„o metropolitana;mata atlantica;656,04;Cfb;5729;77,21;15,85
4311718;4;Ma√ßambar√°;43;RS;n„o metropolitana;pampa;114,81;Cfa;4427;93,07;69,77
4311734;4;Mampituba;43;RS;n„o metropolitana;mata atlantica;422,13;Cfa;2954;90,48;77,14
4311759;4;Manoel Viana;43;RS;n„o metropolitana;pampa;117;Cfa;6732;98,12;87,67
4311775;4;Maquin√©;43;RS;n„o metropolitana;mata atlantica;310,81;Cfa;8222;75,21;64,07
4311791;4;Marat√°;43;RS;n„o metropolitana;mata atlantica;133,66;Cfa;2515;79,84;56,52
4311809;4;Marau;43;RS;n„o metropolitana;mata atlantica;586,14;Cfa;46643;86,94;84,7
4311908;4;Marcelino Ramos;43;RS;n„o metropolitana;mata atlantica;511,71;Cfa;4314;77,77;49,34
4311981;4;Mariana Pimentel;43;RS;n„o metropolitana;pampa;153,18;Cfa;3889;57,05;46,1
4312005;4;Mariano Moro;43;RS;n„o metropolitana;mata atlantica;491,17;Cfa;1856;56,1;86,31
4312054;4;Marques De Souza;43;RS;n„o metropolitana;mata atlantica;269,34;Cfa;3928;93,73;81,04
4312104;4;Mata;43;RS;n„o metropolitana;mata atlantica;186,8;Cfa;4697;44,19;30,97
4312138;4;Mato Castelhano;43;RS;n„o metropolitana;mata atlantica;702,06;Cfb;2552;61,54;44,75
4312153;4;Mato Leit√£o;43;RS;n„o metropolitana;mata atlantica;91,65;Cfa;4848;96,19;71,82
4312179;4;Mato Queimado;43;RS;n„o metropolitana;mata atlantica;200,3;Cfa;1793;52,64;35,06
4312203;4;Maximiliano De Almeida;43;RS;n„o metropolitana;mata atlantica;556,78;Cfa;4763;90,17;32,69
4312252;4;Minas Do Le√£o;43;RS;n„o metropolitana;pampa;63,36;Cfa;7470;42,51;22,06
4312302;4;Miragua√≠;43;RS;n„o metropolitana;mata atlantica;404,09;Cfa;4388;96,37;7,99
4312351;4;Montauri;43;RS;n„o metropolitana;mata atlantica;520,04;Cfa;1495;99,22;89,28
4312377;4;Monte Alegre Dos Campos;43;RS;n„o metropolitana;mata atlantica;806,15;Cfb;3610;67,23;41,41
4312385;4;Monte Belo Do Sul;43;RS;n„o metropolitana;mata atlantica;461,38;Cfa;2584;95,77;15,23
4312401;4;Montenegro;43;RS;metropolitana;pampa;65,06;Cfa;66878;71,55;68,55
4312427;4;Morma√ßo;43;RS;n„o metropolitana;mata atlantica;463,78;Cfa;2748;98,96;93,41
4312443;4;Morrinhos Do Sul;43;RS;n„o metropolitana;mata atlantica;242,02;Cfa;3091;83,55;85,51
4312450;4;Morro Redondo;43;RS;n„o metropolitana;pampa;160,57;Cfa;5568;95,9;55,59
4312476;4;Morro Reuter;43;RS;n„o metropolitana;mata atlantica;500,62;Cfb;6124;63,39;25,86
4312500;4;Mostardas;43;RS;n„o metropolitana;pampa;9,4;Cfa;13035;63,98;45,77
4312609;4;Mu√ßum;43;RS;n„o metropolitana;mata atlantica;234,24;Cfa;4492;95,07;46,11
4312617;4;Muitos Cap√µes;43;RS;n„o metropolitana;mata atlantica;802,8;Cfb;2811;52,1;11,97
4312625;4;Muliterno;43;RS;n„o metropolitana;mata atlantica;809,12;Cfb;1718;77,01;25,6
4312658;4;N√£o-Me-Toque;43;RS;n„o metropolitana;mata atlantica;466,47;Cfa;17821;92,77;6,12
4312674;4;Nicolau Vergueiro;43;RS;n„o metropolitana;mata atlantica;535,13;Cfa;1935;95,45;66,28
4312708;4;Nonoai;43;RS;n„o metropolitana;mata atlantica;533,9;Cfa;13466;73,82;59,15
4312757;4;Nova Alvorada;43;RS;n„o metropolitana;mata atlantica;613,16;Cfb;3169;51,57;43,03
4312807;4;Nova Ara√ß√°;43;RS;n„o metropolitana;mata atlantica;661,1;Cfb;4968;90;18,76
4312906;4;Nova Bassano;43;RS;n„o metropolitana;mata atlantica;578,2;Cfb;9582;69,92;81,4
4312955;4;Nova Boa Vista;43;RS;n„o metropolitana;mata atlantica;463,07;Cfa;2040;79,8;15,67
4313003;4;Nova Br√©scia;43;RS;n„o metropolitana;mata atlantica;377,09;Cfa;3037;99,78;96,71
4313011;4;Nova Candel√°ria;43;RS;n„o metropolitana;mata atlantica;240,83;Cfa;3056;87,77;78,71
4313037;4;Nova Esperan√ßa Do Sul;43;RS;n„o metropolitana;pampa;261,12;Cfa;4858;81,81;59,47
4313060;4;Nova Hartz;43;RS;metropolitana;mata atlantica;129,53;Cfa;19799;97,58;86,96
4313086;4;Nova P√°dua;43;RS;n„o metropolitana;mata atlantica;565,09;Cfb;2334;97,2;79,57
4313102;4;Nova Palma;43;RS;n„o metropolitana;mata atlantica;338,76;Cfa;5328;43,35;4,36
4313201;4;Nova Petr√≥polis;43;RS;n„o metropolitana;mata atlantica;474,21;Cfa;28579;81,41;39,69
4313300;4;Nova Prata;43;RS;n„o metropolitana;mata atlantica;661,21;Cfb;25656;97,7;65,33
4313334;4;Nova Ramada;43;RS;n„o metropolitana;pampa;456,72;Cfa;2157;82,27;53,86
4313359;4;Nova Roma Do Sul;43;RS;n„o metropolitana;mata atlantica;503,05;Cfb;3468;99,63;92,65
4313375;4;Nova Santa Rita;43;RS;metropolitana;pampa;16,56;Cfa;28290;70,81;9,26
4313391;4;Novo Cabrais;43;RS;n„o metropolitana;pampa;104,22;Cfa;3550;30,37;18,03
4313409;4;Novo Hamburgo;43;RS;metropolitana;mata atlantica;76,95;Cfa;241306;66,96;29,57
4313425;4;Novo Machado;43;RS;n„o metropolitana;mata atlantica;191,64;Cfa;3198;44,72;16,43
4313441;4;Novo Tiradentes;43;RS;n„o metropolitana;mata atlantica;368,5;Cfa;2115;98,96;72,95
4313466;4;Novo Xingu;43;RS;n„o metropolitana;mata atlantica;389,68;Cfa;1646;70,38;38,42
4313490;4;Novo Barreiro;43;RS;n„o metropolitana;mata atlantica;431,58;Cfa;4233;95,89;89,44
4313508;4;Os√≥rio;43;RS;n„o metropolitana;pampa;32,45;Cfa;50395;86,75;31,68
4313607;4;Paim Filho;43;RS;n„o metropolitana;mata atlantica;626,64;Cfb;3979;60,97;44,87
4313656;4;Palmares Do Sul;43;RS;n„o metropolitana;pampa;8,36;Cfa;12969;94,83;60,22
4313706;4;Palmeira Das Miss√µes;43;RS;n„o metropolitana;pampa;540,9;Cfa;32873;92,15;83,98
4313805;4;Palmitinho;43;RS;n„o metropolitana;mata atlantica;358,95;Cfa;7830;96,18;54,14
4313904;4;Panambi;43;RS;n„o metropolitana;mata atlantica;437,99;Cfa;43320;81,68;39,37
4313953;4;Pantano Grande;43;RS;n„o metropolitana;pampa;99,25;Cfa;10255;97,88;94,39
4314001;4;Para√≠;43;RS;n„o metropolitana;mata atlantica;648,21;Cfb;7205;99,02;89,43
4314027;4;Para√≠so Do Sul;43;RS;n„o metropolitana;mata atlantica;195,98;Cfa;6472;20,36;21,29
4314035;4;Pareci Novo;43;RS;n„o metropolitana;mata atlantica;40,94;Cfa;4072;79,55;52,45
4314050;4;Parob√©;43;RS;metropolitana;mata atlantica;56,85;Cfa;54095;98,9;57,24
4314068;4;Passa Sete;43;RS;n„o metropolitana;mata atlantica;471,15;Cfa;3943;40,49;30,9
4314076;4;Passo Do Sobrado;43;RS;n„o metropolitana;pampa;72,9;Cfa;6006;87,07;34,37
4314100;4;Passo Fundo;43;RS;metropolitana;pampa;612,25;Cfb;217240;38;67,81
4314134;4;Paulo Bento;43;RS;n„o metropolitana;mata atlantica;652,66;Cfb;2144;94,82;39,52
4314159;4;Paverama;43;RS;n„o metropolitana;mata atlantica;143,25;Cfa;7933;79,69;7,59
4314175;4;Pedras Altas;43;RS;n„o metropolitana;pampa;189,82;Cfa;2213;97,06;84,45
4314209;4;Pedro Os√≥rio;43;RS;n„o metropolitana;pampa;71,97;Cfa;7652;98,73;86,7
4314308;4;Peju√ßara;43;RS;n„o metropolitana;mata atlantica;434,04;Cfa;3733;78,6;70,42
4314407;4;Pelotas;43;RS;n„o metropolitana;pampa;73,84;Cfa;324026;72,88;3,22
4314423;4;Picada Caf√©;43;RS;n„o metropolitana;mata atlantica;289,46;Cfa;5732;47,52;65,61
4314456;4;Pinhal;43;RS;n„o metropolitana;mata atlantica;424,92;Cfa;2895;49,31;17,32
4314464;4;Pinhal Da Serra;43;RS;n„o metropolitana;mata atlantica;832,88;Cfb;2243;79,23;76,68
4314472;4;Pinhal Grande;43;RS;n„o metropolitana;pampa;364,9;Cfa;4049;56,86;35,24
4314498;4;Pinheirinho Do Vale;43;RS;n„o metropolitana;mata atlantica;292,19;Cfa;4539;60,82;60,97
4314506;4;Pinheiro Machado;43;RS;n„o metropolitana;pampa;284,54;Cfa;11380;66,72;32,44
4314548;4;Pinto Bandeira;43;RS;n„o metropolitana;mata atlantica;600;Cfa;2712;97,68;98,99
4314555;4;Pirap√≥;43;RS;n„o metropolitana;pampa;131,94;Cfa;2250;49,14;13,27
4314605;4;Piratini;43;RS;n„o metropolitana;pampa;235,76;Cfa;17434;31,32;42,49
4314704;4;Planalto;43;RS;n„o metropolitana;mata atlantica;478,45;Cfa;10240;99,33;91,23
4314753;4;Po√ßo Das Antas;43;RS;n„o metropolitana;mata atlantica;314,46;Cfa;2152;99,72;94,26
4314779;4;Pont√£o;43;RS;n„o metropolitana;pampa;639,79;Cfb;3278;61,57;12,79
4314787;4;Ponte Preta;43;RS;n„o metropolitana;mata atlantica;606,03;Cfa;1572;76,83;53,9
4314803;4;Port√£o;43;RS;metropolitana;mata atlantica;57,57;Cfa;36410;85,07;27,38
4314902;4;Porto Alegre;43;RS;metropolitana;pampa;41,34;Cfa;1404269;69,91;49,27
4315008;4;Porto Lucena;43;RS;n„o metropolitana;mata atlantica;160,53;Cfa;4364;53,94;21,67
4315057;4;Porto Mau√°;43;RS;n„o metropolitana;mata atlantica;167,32;Cfa;2143;96,97;79,89
4315073;4;Porto Vera Cruz;43;RS;n„o metropolitana;mata atlantica;162,08;Cfa;1560;48,04;25,81
4315107;4;Porto Xavier;43;RS;n„o metropolitana;mata atlantica;155,67;Cfa;9821;88,84;67,15
4315131;4;Pouso Novo;43;RS;n„o metropolitana;mata atlantica;378,77;Cfa;1752;72,52;53,09
4315149;4;Presidente Lucena;43;RS;n„o metropolitana;mata atlantica;174,32;Cfa;3077;91,52;84,65
4315156;4;Progresso;43;RS;n„o metropolitana;mata atlantica;466,41;Cfa;5325;52,37;70,23
4315172;4;Prot√°sio Alves;43;RS;n„o metropolitana;mata atlantica;598,44;Cfb;2025;35,25;11,49
4315206;4;Putinga;43;RS;n„o metropolitana;mata atlantica;517,5;Cfa;3710;90,62;14,97
4315305;4;Quara√≠;43;RS;n„o metropolitana;pampa;166,31;Cfa;23475;34,42;10,04
4315313;4;Quatro Irm√£os;43;RS;n„o metropolitana;pampa;676,85;Cfb;1552;57,28;51,18
4315321;4;Quevedos;43;RS;n„o metropolitana;pampa;355,53;Cfa;2502;89,67;42,15
4315354;4;Quinze De Novembro;43;RS;n„o metropolitana;mata atlantica;368,5;Cfa;3910;23,17;3,77
4315404;4;Redentora;43;RS;n„o metropolitana;mata atlantica;454,83;Cfa;9244;98,47;88,69
4315453;4;Relvado;43;RS;n„o metropolitana;mata atlantica;448,14;Cfa;1895;88,9;77,45
4315503;4;Restinga S√™ca;43;RS;n„o metropolitana;pampa;58,31;Cfa;15129;94,61;47,99
4315552;4;Rio Dos √çndios;43;RS;n„o metropolitana;mata atlantica;447,6;Cfa;3374;88,64;91,65
4315602;4;Rio Grande;43;RS;n„o metropolitana;pampa;6,63;Cfa;191719;77,02;24,96
4315701;4;Rio Pardo;43;RS;n„o metropolitana;pampa;56,95;Cfa;34447;28,36;59,81
4315750;4;Riozinho;43;RS;n„o metropolitana;mata atlantica;548,27;Cfb;4453;94,22;65,93
4315800;4;Roca Sales;43;RS;n„o metropolitana;mata atlantica;234,26;Cfa;10397;86,29;39,3
4315909;4;Rodeio Bonito;43;RS;n„o metropolitana;mata atlantica;330,88;Cfa;6644;69,65;37,37
4315958;4;Rolador;43;RS;n„o metropolitana;mata atlantica;216,6;Cfa;2277;62,57;25,85
4316006;4;Rolante;43;RS;metropolitana;mata atlantica;225,14;Cfa;21288;86,09;67,05
4316105;4;Ronda Alta;43;RS;n„o metropolitana;pampa;625,37;Cfa;9750;41,62;22,16
4316204;4;Rondinha;43;RS;n„o metropolitana;mata atlantica;519,9;Cfa;4989;90,09;7,51
4316303;4;Roque Gonzales;43;RS;n„o metropolitana;mata atlantica;139,16;Cfa;6579;85,65;37,14
4316402;4;Ros√°rio Do Sul;43;RS;n„o metropolitana;pampa;145,34;Cfa;36343;82,06;44,51
4316428;4;Sagrada Fam√≠lia;43;RS;n„o metropolitana;mata atlantica;391,43;Cfa;2466;94,19;89,02
4316436;4;Saldanha Marinho;43;RS;n„o metropolitana;mata atlantica;479,44;Cfa;2581;72,72;68,93
4316451;4;Salto Do Jacu√≠;43;RS;n„o metropolitana;pampa;328,73;Cfa;10200;87,02;27,42
4316477;4;Salvador Das Miss√µes;43;RS;n„o metropolitana;mata atlantica;198,59;Cfa;2878;78,94;42,29
4316501;4;Salvador Do Sul;43;RS;n„o metropolitana;mata atlantica;393,52;Cfa;7411;88,48;54,74
4316600;4;Sananduva;43;RS;n„o metropolitana;mata atlantica;637,46;Cfb;17130;98,28;90,87
4316709;4;Santa B√°rbara Do Sul;43;RS;n„o metropolitana;pampa;480,81;Cfa;8083;97,9;84,26
4316733;4;Santa Cec√≠lia Do Sul;43;RS;n„o metropolitana;mata atlantica;739,45;Cfb;1676;90,65;64,24
4316758;4;Santa Clara Do Sul;43;RS;n„o metropolitana;mata atlantica;180,68;Cfa;6845;64,52;37,97
4316808;4;Santa Cruz Do Sul;43;RS;n„o metropolitana;mata atlantica;195,98;Cfa;133136;53,54;36,2
4316907;4;Santa Maria;43;RS;n„o metropolitana;pampa;103,44;Cfa;296081;90,57;80,32
4316956;4;Santa Maria Do Herval;43;RS;n„o metropolitana;mata atlantica;588,25;Cfb;6541;95,57;39,08
4316972;4;Santa Margarida Do Sul;43;RS;n„o metropolitana;pampa;171,66;Cfa;2593;95,25;92,08
4317004;4;Santana Da Boa Vista;43;RS;n„o metropolitana;pampa;206,88;Cfa;7120;91,87;80,27
4317103;4;Sant'ana Do Livramento;43;RS;n„o metropolitana;pampa;200,83;Cfa;83764;92,66;72,88
4317202;4;Santa Rosa;43;RS;n„o metropolitana;mata atlantica;285,87;Cfa;77519;94,94;30,85
4317251;4;Santa Tereza;43;RS;n„o metropolitana;mata atlantica;319,55;Cfa;1668;95,72;19,24
4317301;4;Santa Vit√≥ria Do Palmar;43;RS;n„o metropolitana;pampa;7,11;Cfa;30953;89,97;70,89
4317400;4;Santiago;43;RS;n„o metropolitana;pampa;301,51;Cfa;48959;58,55;11,32
4317509;4;Santo √Çngelo;43;RS;n„o metropolitana;pampa;273,65;Cfa;76768;83,28;13,98
4317558;4;Santo Ant√¥nio Do Palma;43;RS;n„o metropolitana;mata atlantica;688,88;Cfb;2091;89,23;8,6
4317608;4;Santo Ant√¥nio Da Patrulha;43;RS;metropolitana;pampa;67,58;Cfa;42904;76,17;36,52
4317707;4;Santo Ant√¥nio Das Miss√µes;43;RS;n„o metropolitana;pampa;118,28;Cfa;10292;64,8;66,5
4317756;4;Santo Ant√¥nio Do Planalto;43;RS;n„o metropolitana;pampa;522,53;Cfa;2097;89,42;62,63
4317806;4;Santo Augusto;43;RS;n„o metropolitana;pampa;487,94;Cfa;13641;94,83;57,44
4317905;4;Santo Cristo;43;RS;n„o metropolitana;mata atlantica;253;Cfa;15325;71,25;25,08
4317954;4;Santo Expedito Do Sul;43;RS;n„o metropolitana;mata atlantica;671,61;Cfb;2348;88,3;59,13
4318002;4;S√£o Borja;43;RS;n„o metropolitana;pampa;93,53;Cfa;58757;89,07;63,97
4318051;4;S√£o Domingos Do Sul;43;RS;n„o metropolitana;mata atlantica;621,4;Cfb;2755;79,67;70,63
4318101;4;S√£o Francisco De Assis;43;RS;n„o metropolitana;pampa;189,34;Cfa;17634;64,57;43,5
4318200;4;S√£o Francisco De Paula;43;RS;n„o metropolitana;mata atlantica;853,79;Cfb;23682;95,09;6,55
4318309;4;S√£o Gabriel;43;RS;n„o metropolitana;pampa;142,26;Cfa;58263;96,69;55,35
4318408;4;S√£o Jer√¥nimo;43;RS;metropolitana;pampa;237,42;Cfa;20909;37,87;15,06
4318424;4;S√£o Jo√£o Da Urtiga;43;RS;n„o metropolitana;mata atlantica;631,25;Cfb;4433;77,44;4,8
4318432;4;S√£o Jo√£o Do Pol√™sine;43;RS;n„o metropolitana;mata atlantica;147,26;Cfa;2549;97,78;93,86
4318440;4;S√£o Jorge;43;RS;n„o metropolitana;mata atlantica;713,5;Cfb;2912;95,87;70,4
4318457;4;S√£o Jos√© Das Miss√µes;43;RS;n„o metropolitana;mata atlantica;425,24;Cfa;2345;78,11;73,29
4318465;4;S√£o Jos√© Do Herval;43;RS;n„o metropolitana;mata atlantica;526,63;Cfa;1883;85,04;76,55
4318481;4;S√£o Jos√© Do Hort√™ncio;43;RS;n„o metropolitana;mata atlantica;85,64;Cfa;4667;93,56;80,11
4318499;4;S√£o Jos√© Do Inhacor√°;43;RS;n„o metropolitana;mata atlantica;251,08;Cfa;2596;71,42;51,33
4318507;4;S√£o Jos√© Do Norte;43;RS;n„o metropolitana;pampa;7,24;Cfa;25491;99,48;93,59
4318606;4;S√£o Jos√© Do Ouro;43;RS;n„o metropolitana;mata atlantica;772,66;Cfb;6847;65,74;60,42
4318614;4;S√£o Jos√© Do Sul;43;RS;n„o metropolitana;mata atlantica;117,12;Cfa;2676;90,74;58,65
4318622;4;S√£o Jos√© Dos Ausentes;43;RS;n„o metropolitana;mata atlantica;1161,75;Cfb;3128;94,42;92
4318705;4;S√£o Leopoldo;43;RS;metropolitana;mata atlantica;38,63;Cfa;216964;67,99;18,07
4318804;4;S√£o Louren√ßo Do Sul;43;RS;n„o metropolitana;pampa;88,94;Cfa;41756;45,24;3,47
4318903;4;S√£o Luiz Gonzaga;43;RS;n„o metropolitana;pampa;198,68;Cfa;34690;56,94;27,78
4319000;4;S√£o Marcos;43;RS;n„o metropolitana;mata atlantica;705,93;Cfb;21027;67,45;23,73
4319109;4;S√£o Martinho;43;RS;n„o metropolitana;mata atlantica;383,16;Cfa;5479;52,71;14,69
4319125;4;S√£o Martinho Da Serra;43;RS;n„o metropolitana;pampa;384,2;Cfa;2919;95,35;52,46
4319158;4;S√£o Miguel Das Miss√µes;43;RS;n„o metropolitana;pampa;258,95;Cfa;6986;50,57;11,94
4319208;4;S√£o Nicolau;43;RS;n„o metropolitana;pampa;128,85;Cfa;5114;88,69;31,29
4319307;4;S√£o Paulo Das Miss√µes;43;RS;n„o metropolitana;mata atlantica;191,69;Cfa;5837;77,99;47,32
4319356;4;S√£o Pedro Da Serra;43;RS;n„o metropolitana;mata atlantica;435,02;Cfa;3818;96,71;91,54
4319364;4;S√£o Pedro Das Miss√µes;43;RS;n„o metropolitana;mata atlantica;505,78;Cfa;1753;83,55;77,35
4319372;4;S√£o Pedro Do Buti√°;43;RS;n„o metropolitana;mata atlantica;188,04;Cfa;3069;73,25;31,16
4319406;4;S√£o Pedro Do Sul;43;RS;n„o metropolitana;pampa;165,77;Cfa;15535;79,19;19,59
4319505;4;S√£o Sebasti√£o Do Ca√≠;43;RS;metropolitana;mata atlantica;57,76;Cfa;26300;44,22;13,74
4319604;4;S√£o Sep√©;43;RS;n„o metropolitana;pampa;122,86;Cfa;21189;96,39;95,91
4319703;4;S√£o Valentim;43;RS;n„o metropolitana;mata atlantica;689,58;Cfb;3262;77,01;65,4
4319711;4;S√£o Valentim Do Sul;43;RS;n„o metropolitana;mata atlantica;427,75;Cfa;2029;99,41;91,7
4319737;4;S√£o Val√©rio Do Sul;43;RS;n„o metropolitana;mata atlantica;407,48;Cfa;2547;99,57;90,73
4319752;4;S√£o Vendelino;43;RS;n„o metropolitana;mata atlantica;252,29;Cfa;2259;90,58;75,4
4319802;4;S√£o Vicente Do Sul;43;RS;n„o metropolitana;pampa;107,57;Cfa;8154;79,25;15,87
4319901;4;Sapiranga;43;RS;metropolitana;mata atlantica;183,72;Cfa;75613;63,6;13,01
4320008;4;Sapucaia Do Sul;43;RS;metropolitana;mata atlantica;54,09;Cfa;130554;32,52;8,23
4320107;4;Sarandi;43;RS;n„o metropolitana;mata atlantica;540,57;Cfa;22693;87,39;31,36
4320206;4;Seberi;43;RS;n„o metropolitana;mata atlantica;455,95;Cfa;11932;32,24;43,02
4320230;4;Sede Nova;43;RS;n„o metropolitana;mata atlantica;399,2;Cfa;2712;61,7;26,34
4320263;4;Segredo;43;RS;n„o metropolitana;mata atlantica;438,41;Cfa;6046;95,66;60,74
4320305;4;Selbach;43;RS;n„o metropolitana;mata atlantica;383,71;Cfa;5108;71,86;10,86
4320321;4;Senador Salgado Filho;43;RS;n„o metropolitana;pampa;319,71;Cfa;2671;59,68;24,95
4320354;4;Sentinela Do Sul;43;RS;n„o metropolitana;pampa;89,69;Cfa;5221;88,07;30,42
4320404;4;Serafina Corr√™a;43;RS;n„o metropolitana;mata atlantica;558,03;Cfa;16839;59,83;21,79
4320453;4;S√©rio;43;RS;n„o metropolitana;mata atlantica;443,35;Cfa;1941;74,11;60,65
4320503;4;Sert√£o;43;RS;n„o metropolitana;pampa;652,66;Cfb;6512;91,14;43,17
4320552;4;Sert√£o Santana;43;RS;n„o metropolitana;pampa;151,93;Cfa;6062;65,53;28,2
4320578;4;Sete De Setembro;43;RS;n„o metropolitana;mata atlantica;284,25;Cfa;1824;86,74;74,17
4320602;4;Severiano De Almeida;43;RS;n„o metropolitana;mata atlantica;591,08;Cfa;3827;83,4;71,9
4320651;4;Silveira Martins;43;RS;n„o metropolitana;mata atlantica;375,68;Cfa;2070;87,63;46,12
4320677;4;Sinimbu;43;RS;n„o metropolitana;mata atlantica;385,51;Cfa;8578;96,97;68,74
4320701;4;Sobradinho;43;RS;n„o metropolitana;mata atlantica;450,7;Cfa;14209;91,95;48,12
4320800;4;Soledade;43;RS;n„o metropolitana;mata atlantica;626,64;Cfb;30060;93,31;83,22
4320859;4;Taba√≠;43;RS;n„o metropolitana;mata atlantica;85,72;Cfa;4552;97,22;83,82
4320909;4;Tapejara;43;RS;n„o metropolitana;mata atlantica;637,25;Cfb;24539;97,61;73,81
4321006;4;Tapera;43;RS;n„o metropolitana;mata atlantica;398,64;Cfa;10570;86,22;30,31
4321105;4;Tapes;43;RS;n„o metropolitana;pampa;24,06;Cfa;14547;74,28;59,1
4321204;4;Taquara;43;RS;metropolitana;mata atlantica;142,27;Cfa;53164;69,75;19,29
4321303;4;Taquari;43;RS;n„o metropolitana;pampa;44,22;Cfa;25004;97,52;21,39
4321329;4;Taquaru√ßu Do Sul;43;RS;n„o metropolitana;mata atlantica;424,24;Cfa;3087;99,16;82,22
4321352;4;Tavares;43;RS;n„o metropolitana;pampa;7,84;Cfa;5554;71,84;13,06
4321402;4;Tenente Portela;43;RS;n„o metropolitana;mata atlantica;389,57;Cfa;14494;49,89;10,78
4321436;4;Terra De Areia;43;RS;n„o metropolitana;mata atlantica;87,7;Cfa;11122;77,97;0,37
4321451;4;Teut√¥nia;43;RS;n„o metropolitana;mata atlantica;133;Cfa;32776;99,57;64,13
4321469;4;Tio Hugo;43;RS;n„o metropolitana;mata atlantica;477,15;Cfa;3422;99,18;60,44
4321477;4;Tiradentes Do Sul;43;RS;n„o metropolitana;mata atlantica;253,17;Cfa;5132;92,24;7,76
4321493;4;Toropi;43;RS;n„o metropolitana;mata atlantica;225,03;Cfa;2546;84,8;71,49
4321501;4;Torres;43;RS;n„o metropolitana;mata atlantica;14,33;Cfa;41709;96,46;50,67
4321600;4;Tramanda√≠;43;RS;n„o metropolitana;pampa;10,38;Cfa;51872;98,26;88,9
4321626;4;Travesseiro;43;RS;n„o metropolitana;mata atlantica;184,9;Cfa;2123;87,05;17,57
4321634;4;Tr√™s Arroios;43;RS;n„o metropolitana;mata atlantica;648,27;Cfb;2589;95,45;13,06
4321667;4;Tr√™s Cachoeiras;43;RS;n„o metropolitana;mata atlantica;134,36;Cfa;11551;53,75;28,49
4321709;4;Tr√™s Coroas;43;RS;n„o metropolitana;mata atlantica;346,09;Cfa;25344;94,83;43,3
4321808;4;Tr√™s De Maio;43;RS;n„o metropolitana;mata atlantica;274,68;Cfa;25006;73,44;26,4
4321832;4;Tr√™s Forquilhas;43;RS;n„o metropolitana;mata atlantica;450,07;Cfa;3139;97,02;57,62
4321857;4;Tr√™s Palmeiras;43;RS;n„o metropolitana;pampa;595,03;Cfa;4707;93,48;7,14
4321907;4;Tr√™s Passos;43;RS;n„o metropolitana;mata atlantica;362,53;Cfa;25467;30;9,56
4321956;4;Trindade Do Sul;43;RS;n„o metropolitana;mata atlantica;564,42;Cfa;7065;71,4;55,33
4322004;4;Triunfo;43;RS;metropolitana;pampa;37,61;Cfa;32859;80,35;44,18
4322103;4;Tucunduva;43;RS;n„o metropolitana;mata atlantica;222,19;Cfa;5512;98,29;92,03
4322152;4;Tunas;43;RS;n„o metropolitana;mata atlantica;449,47;Cfa;3685;73,01;14,41
4322186;4;Tupanci Do Sul;43;RS;n„o metropolitana;mata atlantica;819,19;Cfb;1371;68,35;49,26
4322202;4;Tupanciret√£;43;RS;n„o metropolitana;pampa;411,35;Cfa;19997;22,32;13,22
4322251;4;Tupandi;43;RS;n„o metropolitana;mata atlantica;184,58;Cfa;4981;35,59;76,42
4322301;4;Tuparendi;43;RS;n„o metropolitana;mata atlantica;224,76;Cfa;8342;43,15;1,8
4322327;4;Turu√ßu;43;RS;n„o metropolitana;pampa;34,13;Cfa;3410;95,15;82,08
4322343;4;Ubiretama;43;RS;n„o metropolitana;mata atlantica;242,26;Cfa;1994;96,78;88,28
4322350;4;Uni√£o Da Serra;43;RS;n„o metropolitana;mata atlantica;485,44;Cfa;1171;68,38;50,35
4322376;4;Unistalda;43;RS;n„o metropolitana;pampa;249,12;Cfa;2180;78,94;47,61
4322400;4;Uruguaiana;43;RS;n„o metropolitana;pampa;94,95;Cfa;115100;97,89;25,87
4322509;4;Vacaria;43;RS;n„o metropolitana;mata atlantica;887,98;Cfb;64033;75,12;74,8
4322525;4;Vale Verde;43;RS;n„o metropolitana;pampa;56,21;Cfa;3137;87,75;85,79
4322533;4;Vale Do Sol;43;RS;n„o metropolitana;mata atlantica;247,63;Cfa;9907;92,51;74,19
4322541;4;Vale Real;43;RS;n„o metropolitana;mata atlantica;250;Cfa;6152;96,27;93,14
4322558;4;Vanini;43;RS;n„o metropolitana;mata atlantica;695,58;Cfb;2004;91,48;33,92
4322608;4;Ven√¢ncio Aires;43;RS;n„o metropolitana;mata atlantica;148,03;Cfa;68420;81,68;48,8
4322707;4;Vera Cruz;43;RS;n„o metropolitana;mata atlantica;79,21;Cfa;26702;98,33;76,19
4322806;4;Veran√≥polis;43;RS;n„o metropolitana;mata atlantica;496,6;Cfb;23878;47,44;46,56
4322855;4;Vespasiano Corr√™a;43;RS;n„o metropolitana;mata atlantica;421,09;Cfa;1821;73,58;25,07
4322905;4;Viadutos;43;RS;n„o metropolitana;mata atlantica;559,89;Cfa;4767;71,29;62,49
4323002;4;Viam√£o;43;RS;metropolitana;pampa;36,37;Cfa;223679;84,24;49,04
4323101;4;Vicente Dutra;43;RS;n„o metropolitana;mata atlantica;292,17;Cfa;4660;98,89;57,78
4323200;4;Victor Graeff;43;RS;n„o metropolitana;mata atlantica;445,04;Cfa;2685;63,54;47,04
4323309;4;Vila Flores;43;RS;n„o metropolitana;mata atlantica;642,38;Cfb;3608;54,13;20,04
