"";"muni_code";"dengue_pattern_10_19";"dengue_pattern_20_22";"Transition";"temp_med";"umid_med";"precip_tot";"thr_temp";"thr_umid";"thr_prec";"thr_temp_umid";"muni_name";"uf_code";"uf_acr";"tipo_regiao";"bioma";"altitude";"koppen";"pop22";"prop_esgot";"prop_abast";"prop_residuo"
"3222";3303203;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";23,1;78,9;477,3;314,3;361;7,3;309,3;"Nil贸polis";33;"RJ";"metropolitana";"mata atlantica";25,74;"Aw";150281;98,71;98,6;99,65
"3223";3303302;"Epid锚mico";"Epis贸dico/Epid锚mico";"Melhorou";23,2;81,4;307,9;347,3;365,7;2;347;"Niter贸i";33;"RJ";"metropolitana";"mata atlantica";74,72;"Am";523664;92,1;99,05;98,98
"3224";3303401;"Epid锚mico";"Epid锚mico";"Se manteve";19,9;81,9;774;186;365,3;15,3;185;"Nova Friburgo";33;"RJ";"n鉶 metropolitana";"mata atlantica";1089,47;"Cwb";204625;83,47;89,24;98,8
"3225";3303500;"Epid锚mico";"Epid锚mico";"Se manteve";23,1;78,9;477,3;314,3;361;7,3;309,3;"Nova Igua莽u";33;"RJ";"metropolitana";"mata atlantica";214,83;"Af";819134;83,89;96,55;94,7
"3226";3303609;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,7;79,4;563,8;258;357;9;249;"Paracambi";33;"RJ";"metropolitana";"mata atlantica";160,78;"Aw";41146;83,04;89,26;94,43
"3227";3303708;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";20,6;80,9;657,6;211,3;364;11;209;"Para铆ba Do Sul";33;"RJ";"n鉶 metropolitana";"mata atlantica";522,27;"Cwa";41786;82,54;97,22;94,25
"3228";3303807;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";21,2;83,3;950;237,7;365;20;236,7;"Paraty";33;"RJ";"n鉶 metropolitana";"mata atlantica";561,45;"Cfb";50592;57,01;81,92;92,74
"3229";3303856;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,1;79,6;568,5;233;361;8,3;228,3;"Paty Do Alferes";33;"RJ";"n鉶 metropolitana";"mata atlantica";673,02;"Cfa";29390;57,72;89,56;88,94
"3230";3303906;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";22,2;79,6;568,5;274;361;9;269;"Petr贸polis";33;"RJ";"n鉶 metropolitana";"mata atlantica";1001,38;"Cfb";304758;82,89;77,38;99,12
"3231";3303955;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,1;79,5;552,7;234,3;358,3;6,7;226,7;"Pinheiral";33;"RJ";"n鉶 metropolitana";"mata atlantica";441,39;"Cwa";24553;91,85;97,47;98,03
"3232";3304003;"Epid锚mico";"Epid锚mico";"Se manteve";21,1;79,5;552,7;234,3;358,3;6,7;226,7;"Pira铆";33;"RJ";"n鉶 metropolitana";"mata atlantica";448,32;"Cfa";27996;80,36;96,34;93,99
"3233";3304102;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";22,6;75,7;457,3;296,7;357,3;6,7;288,3;"Porci煤ncula";33;"RJ";"n鉶 metropolitana";"mata atlantica";541,79;"Cwa";16958;75,49;93,13;82,82
"3234";3304110;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,1;79,5;552,7;234,3;358,3;6,7;226,7;"Porto Real";33;"RJ";"n鉶 metropolitana";"mata atlantica";430,09;"Cwa";20375;93,02;99,11;98,83
"3235";3304128;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,1;79,5;585,6;234;358;7;226,3;"Quatis";33;"RJ";"n鉶 metropolitana";"mata atlantica";541,1;"Cwa";12646;83,15;98,01;94,31
"3236";3304144;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";23,2;78,6;457,9;317,7;361;5;313;"Queimados";33;"RJ";"metropolitana";"mata atlantica";39,33;"Am";139194;84,18;97,97;94,15
"3237";3304151;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";23,6;78,2;400,6;339,3;365;5;338,7;"Quissam茫";33;"RJ";"n鉶 metropolitana";"mata atlantica";8,74;"Aw";21749;85,43;95,54;94,87
"3238";3304201;"Epid锚mico";"Epid锚mico";"Se manteve";19,5;79,4;731,2;172,3;359;11,7;167,7;"Resende";33;"RJ";"n鉶 metropolitana";"mata atlantica";700,7;"Cwa";128460;95,03;98,3;98,72
"3239";3304300;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,9;81,5;662,6;267,7;365,7;12,7;267;"Rio Bonito";33;"RJ";"metropolitana";"mata atlantica";156,22;"Aw";55068;76,45;92,56;92,51
"3240";3304409;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";21,1;79,5;552,7;234,3;358,3;6,7;226,7;"Rio Claro";33;"RJ";"n鉶 metropolitana";"mata atlantica";676,9;"Cwa";18544;65,22;82,14;88,67
"3241";3304508;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";21,1;79,6;568,5;233;361;8,3;228,3;"Rio Das Flores";33;"RJ";"n鉶 metropolitana";"mata atlantica";538,13;"Cwa";9387;69,94;91,9;91,53
"3242";3304524;"Epid锚mico";"Epid锚mico";"Se manteve";22,8;80,8;488,5;315;366;6;315;"Rio Das Ostras";33;"RJ";"n鉶 metropolitana";"mata atlantica";36,21;"Aw";149562;85,87;90,61;99,43
"3243";3304557;"Transmiss茫o Persistente";"Transmiss茫o Persistente";"Se manteve";23,4;79;457,1;326,3;363,7;4;324;"Rio De Janeiro";33;"RJ";"metropolitana";"mata atlantica";13,58;"Am";6625849;94,9;99,04;99,25
"3244";3304607;"Epis贸dico";"Epis贸dico";"Se manteve";22,4;79,8;476,5;295,3;365,7;6,7;295;"Santa Maria Madalena";33;"RJ";"n鉶 metropolitana";"mata atlantica";384,74;"Aw";9704;54,65;71,55;84,43
"3245";3304706;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";23;75,1;423,6;308;360;6,3;302,7;"Santo Ant么nio De P谩dua";33;"RJ";"n鉶 metropolitana";"mata atlantica";175,28;"Aw";40870;82,2;95,03;88,59
"3246";3304755;"Epid锚mico";"Epis贸dico";"Melhorou";23,6;81;318,1;360,3;361,3;7,3;355,7;"S茫o Francisco De Itabapoana";33;"RJ";"n鉶 metropolitana";"mata atlantica";24,35;"Aw";44939;13,06;95,88;76,13
"3247";3304805;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";23,2;77,5;475,5;317,3;365;9;316,7;"S茫o Fid茅lis";33;"RJ";"n鉶 metropolitana";"mata atlantica";281,82;"Aw";38711;75,27;92,71;81,9
"3248";3304904;"Epid锚mico";"Epid锚mico";"Se manteve";23,4;79;457,1;326,3;363,7;4;324;"S茫o Gon莽alo";33;"RJ";"metropolitana";"mata atlantica";57,39;"Aw";929446;82,01;92,86;93,78
"3249";3305000;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";23,6;80,9;313,6;361;361;5,7;356,3;"S茫o Jo茫o Da Barra";33;"RJ";"n鉶 metropolitana";"mata atlantica";4,36;"Aw";36518;36,76;98,17;93,64
"3250";3305109;"Epid锚mico";"Epis贸dico/Epid锚mico";"Melhorou";23,2;78,6;457,9;317,7;361;5;313;"S茫o Jo茫o De Meriti";33;"RJ";"metropolitana";"mata atlantica";29,74;"Am";393773;94,44;97,72;98,17
"3251";3305133;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";23,3;75,1;414,5;318,7;358,3;6,3;312;"S茫o Jos茅 De Ub谩";33;"RJ";"n鉶 metropolitana";"mata atlantica";238,05;"Aw";7070;65,6;88,01;82,72
"3252";3305158;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";20;79,6;582,8;191,7;364;9,7;190,3;"S茫o Jos茅 Do Vale Do Rio Preto";33;"RJ";"n鉶 metropolitana";"mata atlantica";788,56;"Cwb";22125;40,22;90,17;96,77
"3253";3305208;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";23,1;82;342,1;349;365;3,7;348,3;"S茫o Pedro Da Aldeia";33;"RJ";"n鉶 metropolitana";"mata atlantica";21,63;"Aw";102290;81,36;89,8;96,06
"3254";3305307;"Epis贸dico";"Epis贸dico";"Se manteve";22;77,6;404,9;274,3;363,7;5,3;272,7;"S茫o Sebasti茫o Do Alto";33;"RJ";"n鉶 metropolitana";"mata atlantica";250,73;"Aw";7707;48,89;93,04;64,6
"3255";3305406;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,1;78,1;540,8;239;363,7;9;237,7;"Sapucaia";33;"RJ";"n鉶 metropolitana";"mata atlantica";588,46;"Cwa";18585;68,14;92,6;83,45
"3256";3305505;"Epid锚mico";"Epid锚mico";"Se manteve";23;82,7;294,5;353;363,3;3;351,3;"Saquarema";33;"RJ";"n鉶 metropolitana";"mata atlantica";56,67;"Aw";88755;55,45;93,88;93,71
"3257";3305554;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";22,5;80,1;557,8;294,7;360,7;8;289;"Serop茅dica";33;"RJ";"metropolitana";"mata atlantica";40,04;"Aw";85359;65,2;98,71;92,74
"3258";3305604;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";22,1;81,5;613,4;283,3;366;8,7;283,3;"Silva Jardim";33;"RJ";"n鉶 metropolitana";"mata atlantica";140,05;"Aw";21509;61,15;96,23;89,42
"3259";3305703;"Epis贸dico";"Epis贸dico";"Se manteve";20;79,6;582,8;191,7;364;9,7;190,3;"Sumidouro";33;"RJ";"n鉶 metropolitana";"mata atlantica";828,95;"Cwb";18286;29,79;69,94;83,86
"3260";3305752;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,9;81,5;662,6;267,7;365,7;12,7;267;"Tangu谩";33;"RJ";"metropolitana";"mata atlantica";145,04;"Aw";31169;59,13;93,55;93,56
"3261";3305802;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";20,1;81,5;725,5;193,7;365,3;12,3;192,7;"Teres贸polis";33;"RJ";"n鉶 metropolitana";"mata atlantica";1055,44;"Cfb";189036;69,27;83,96;96,98
"3262";3305901;"Epis贸dico";"Epis贸dico";"Se manteve";21;80,5;551,1;230;365;6,7;229,7;"Trajano De Moraes";33;"RJ";"n鉶 metropolitana";"mata atlantica";767,46;"Cfb";10303;32,01;65,79;69,02
"3263";3306008;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";20,9;78;495,6;226,3;359,7;8;220,7;"Tr锚s Rios";33;"RJ";"n鉶 metropolitana";"mata atlantica";424,86;"Cwa";76789;82,96;98,45;97,3
"3264";3306107;"Epid锚mico";"Epis贸dico/Epid锚mico";"Melhorou";20,7;78,1;552,7;217,3;357;8;209,7;"Valen莽a";33;"RJ";"n鉶 metropolitana";"mata atlantica";638,59;"Cwa";72264;73,4;94,92;94,68
"3265";3306156;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";22,4;77,4;515,6;291,3;361,3;9,7;287;"Varre-Sai";33;"RJ";"n鉶 metropolitana";"mata atlantica";680,6;"Cfa";10209;65,95;91,38;75,28
"3266";3306206;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,2;78,8;555,6;235,3;355,3;7,7;225,7;"Vassouras";33;"RJ";"n鉶 metropolitana";"mata atlantica";517,14;"Cwa";38081;74,59;94,98;95,63
"3267";3306305;"Epid锚mico";"Epis贸dico/Epid锚mico";"Melhorou";21,1;79,5;552,7;234,3;358,3;6,7;226,7;"Volta Redonda";33;"RJ";"n鉶 metropolitana";"mata atlantica";453,85;"Cwa";270543;96,35;99,64;99,75
"3268";3500105;"Epid锚mico";"Epid锚mico";"Se manteve";23,9;62,8;309,2;319,7;218,7;3;187;"Adamantina";35;"SP";"n鉶 metropolitana";"mata atlantica";388,46;"Aw";34357;95,94;99,67;95,99
"3269";3500204;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";23,9;64,1;325,7;329;233,3;3,7;207,7;"Adolfo";35;"SP";"n鉶 metropolitana";"mata atlantica";401,09;"Aw";4339;94,42;97,75;96
"3270";3500303;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,9;66,9;367;267,7;264,3;3,7;192;"Agua铆";35;"SP";"n鉶 metropolitana";"mata atlantica";651,53;"Cwa";31561;90,53;98,9;91,09
"3271";3500402;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";19,6;71,6;505,9;192,7;306,3;4,7;159;"脕guas Da Prata";35;"SP";"n鉶 metropolitana";"mata atlantica";1187,88;"Cwb";7075;85,63;97,64;96,64
"3272";3500501;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";20,7;68,9;395,7;232;292;5,7;183;"脕guas De Lind贸ia";35;"SP";"n鉶 metropolitana";"mata atlantica";903,71;"Cwb";18859;93,26;98,1;97,97
"3273";3500550;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,3;71,5;376;242;310,7;3,7;197,7;"脕guas De Santa B谩rbara";35;"SP";"n鉶 metropolitana";"cerrado";634,69;"Cfa";7118;75,57;91,61;87,55
"3274";3500600;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";22;68,6;376,1;266;286,3;4,7;205;"脕guas De S茫o Pedro";35;"SP";"n鉶 metropolitana";"mata atlantica";494;"Cfa";3097;97,98;100;99,9
"3275";3500709;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";22,4;68,1;354,6;280,3;284,7;4,7;213,3;"Agudos";35;"SP";"n鉶 metropolitana";"cerrado";602,87;"Cfa";37525;95,23;98,81;97,11
"3276";3500758;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";20,1;77,3;377,9;199,3;350,3;2,7;188;"Alambari";35;"SP";"n鉶 metropolitana";"mata atlantica";606,72;"Cfa";6086;58,49;97,9;92,33
"3277";3500808;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";24,2;62,3;323;324,7;210,3;4,7;183,3;"Alfredo Marcondes";35;"SP";"n鉶 metropolitana";"mata atlantica";393,38;"Aw";4458;84,5;99,04;86,65
"3278";3500907;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24;62,8;308,3;333,7;212,7;3,7;194,7;"Altair";35;"SP";"n鉶 metropolitana";"mata atlantica";501,13;"Aw";3383;99,67;99,5;86,05
"3279";3501004;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,8;67,5;404,4;272,3;269,7;4,3;203,3;"Altin贸polis";35;"SP";"n鉶 metropolitana";"cerrado";741,13;"Cwa";16845;88,65;97,71;91,2
"3280";3501103;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";23,8;63;310,4;321;217,7;2,7;187,7;"Alto Alegre";35;"SP";"n鉶 metropolitana";"mata atlantica";434,27;"Aw";3837;83,34;97,31;80
"3281";3501152;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";19,8;76;405,9;185;341,7;3;170;"Alum铆nio";35;"SP";"n鉶 metropolitana";"mata atlantica";834,47;"Cfb";17170;85,05;95,2;98,71
"3282";3501202;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";24,3;62,2;306,2;338,7;202,7;3;188;"脕lvares Florence";35;"SP";"n鉶 metropolitana";"mata atlantica";474,15;"Aw";3881;82,57;98,18;71,64
"3283";3501301;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";24;63,5;345,3;317,7;221,3;4,3;186;"脕lvares Machado";35;"SP";"n鉶 metropolitana";"mata atlantica";402,3;"Aw";27361;88,57;99,34;91,52
"3284";3501400;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";22,9;65,3;330,6;301,7;251;3,3;201;"脕lvaro De Carvalho";35;"SP";"n鉶 metropolitana";"mata atlantica";527,93;"Cfa";4716;93,87;99,61;91,89
"3285";3501509;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";22,1;68,8;394;272;288,3;5;205,7;"Alvinl芒ndia";35;"SP";"n鉶 metropolitana";"mata atlantica";580,04;"Cfa";2893;90;99,01;96,05
"3286";3501608;"Epid锚mico";"Epid锚mico";"Se manteve";21,4;69,6;400,2;246,7;299,7;4,7;198;"Americana";35;"SP";"n鉶 metropolitana";"mata atlantica";573,22;"Cfa";243674;98,82;99,65;99,91
"3287";3501707;"Epid锚mico";"Epid锚mico";"Se manteve";22;66,1;364,5;278,7;251,7;3,7;190,7;"Am茅rico Brasiliense";35;"SP";"n鉶 metropolitana";"cerrado";636,27;"Cwa";31996;99,22;99,88;99,53
"3288";3501806;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24,2;61,9;316,4;338,3;202;4,3;187,3;"Am茅rico De Campos";35;"SP";"n鉶 metropolitana";"mata atlantica";480,34;"Aw";5790;87,2;98,38;87,24
"3289";3501905;"Epid锚mico";"Epid锚mico";"Se manteve";19,9;73,8;438,3;198,3;334;5,7;177,7;"Amparo";35;"SP";"n鉶 metropolitana";"mata atlantica";796,6;"Cfb";69952;89,71;96,4;97,42
"3290";3502002;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";21,5;68,6;403,5;260,7;284,7;3,7;201;"Anal芒ndia";35;"SP";"n鉶 metropolitana";"cerrado";793,5;"Cwa";4577;77,51;97,74;86,39
"3291";3502101;"Epid锚mico";"Epid锚mico";"Se manteve";24,7;63,8;291,3;339,7;227,3;3;211;"Andradina";35;"SP";"n鉶 metropolitana";"mata atlantica";363,08;"Aw";59464;91,18;98,86;94,16
"3292";3502200;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";20,5;75,3;395,3;214,3;339,7;3,7;195;"Angatuba";35;"SP";"n鉶 metropolitana";"cerrado";648,49;"Cfa";23928;84,49;95,16;90,25
"3293";3502309;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,3;71,8;373,8;243,7;317,3;3;205,3;"Anhembi";35;"SP";"n鉶 metropolitana";"cerrado";517,08;"Cfa";5659;90,01;95,93;92,1
"3294";3502408;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";23,7;65,3;362,9;309;239,7;4;195;"Anhumas";35;"SP";"n鉶 metropolitana";"mata atlantica";424,18;"Cfa";4005;87;98,18;83,54
"3295";3502507;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";19,6;76,2;554,6;181,7;347,7;5;169;"Aparecida";35;"SP";"n鉶 metropolitana";"mata atlantica";773,48;"Cwa";32927;96,79;99,52;98,15
"3296";3502606;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24,9;62,1;276,5;345;206,3;2,3;194;"Aparecida D'oeste";35;"SP";"n鉶 metropolitana";"mata atlantica";371,85;"Aw";4030;82,04;99,61;85,19
"3297";3502705;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";18,7;84,5;537,3;146;364,7;3,3;145,3;"Apia铆";35;"SP";"n鉶 metropolitana";"mata atlantica";867,29;"Cfb";24978;55,47;90,53;88,93
"3298";3502754;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";19,3;80;512,8;164,3;354,7;4,3;156;"Ara莽ariguama";35;"SP";"n鉶 metropolitana";"mata atlantica";761,56;"Cfb";22673;66,58;89,93;91,23
"3299";3502804;"Epid锚mico";"Epid锚mico";"Se manteve";24,3;63,7;279;334,7;227,7;2;207,3;"Ara莽atuba";35;"SP";"n鉶 metropolitana";"mata atlantica";380,05;"Aw";213929;98;99,62;98,98
"3300";3502903;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";20,2;75,3;361;204,7;339,3;2,3;186,3;"Ara莽oiaba Da Serra";35;"SP";"n鉶 metropolitana";"mata atlantica";618,04;"Cfa";32922;53,73;96,22;97,61
"3301";3503000;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";23,7;63,5;331,3;331,7;224;2,7;203;"Aramina";35;"SP";"n鉶 metropolitana";"cerrado";571,37;"Aw";5419;93,27;97,94;93,63
"3302";3503109;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";20,7;74,6;360,2;222,3;339;3,7;200,3;"Arandu";35;"SP";"n鉶 metropolitana";"mata atlantica";621,75;"Cfa";6654;87,89;96,37;90,2
"3303";3503158;"Epis贸dico";"Sem transmiss茫o";"Melhorou";20,2;79,9;628,4;201,3;359,7;7;196;"Arape铆";35;"SP";"n鉶 metropolitana";"mata atlantica";835,8;"Cwa";2469;60,81;95,73;90,95
"3304";3503208;"Epid锚mico";"Transmiss茫o Persistente";"Piorou";22,8;64,9;333,4;298;244,7;4,3;197,3;"Araraquara";35;"SP";"n鉶 metropolitana";"cerrado";639,62;"Cwa";250304;98,62;99,49;99,3
"3305";3503307;"Epid锚mico";"Epid锚mico";"Se manteve";21,5;69,5;426,5;255,3;293,7;5,3;202,7;"Araras";35;"SP";"n鉶 metropolitana";"mata atlantica";654,3;"Cwa";131300;98,73;99,45;99,01
"3306";3503356;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";23,7;63,3;309,9;318,3;222;3;189,3;"Arco-脥ris";35;"SP";"n鉶 metropolitana";"mata atlantica";416,85;"Aw";2044;67,49;96,58;72,63
"3307";3503406;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";22,9;65,9;322,9;299;260,7;3,7;207;"Arealva";35;"SP";"n鉶 metropolitana";"cerrado";505,34;"Cfa";8079;90,26;98,5;86,28
"3308";3503505;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";19,3;77,4;525,5;165,7;354,7;3,7;159;"Areias";35;"SP";"n鉶 metropolitana";"mata atlantica";1030,95;"Cwa";3616;65,44;96,67;81,79
"3309";3503604;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,6;70,3;375;257;304;3,7;207,7;"Arei贸polis";35;"SP";"n鉶 metropolitana";"mata atlantica";621,67;"Cfa";9805;98,91;99,57;98,81
"3310";3503703;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";23,1;64,5;353,7;312;232,7;4,3;196,7;"Ariranha";35;"SP";"n鉶 metropolitana";"mata atlantica";564,49;"Cwa";7595;95,66;95,76;96,85
"3311";3503802;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";21,9;68,4;401,1;267,7;282;5,7;204;"Artur Nogueira";35;"SP";"n鉶 metropolitana";"mata atlantica";614,73;"Cwa";55352;90,93;96,64;98,29
"3312";3503901;"Epid锚mico";"Epid锚mico";"Se manteve";20;82,7;690,3;187;362,7;10;184,3;"Aruj谩";35;"SP";"metropolitana";"mata atlantica";771,98;"Cfb";97595;86,28;98,76;99,3
"3313";3503950;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24,7;61,9;287,2;343,7;204,3;2,3;192,3;"Asp谩sia";35;"SP";"n鉶 metropolitana";"mata atlantica";429,19;"Aw";1860;74,21;99,18;79,01
"3314";3504008;"Epid锚mico";"Epid锚mico";"Se manteve";22,8;67,3;384,1;291,7;269;4,7;205,3;"Assis";35;"SP";"n鉶 metropolitana";"cerrado";534,54;"Cfa";100447;97,99;99,76;98,59
"3315";3504107;"Epid锚mico";"Epid锚mico";"Se manteve";19,6;76,7;458,2;183,7;350;4,7;171,3;"Atibaia";35;"SP";"n鉶 metropolitana";"mata atlantica";844,97;"Cfb";171672;81,52;97,97;98,18
"3316";3504206;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24,3;63,2;286,7;335,7;221,7;2,3;203;"Auriflama";35;"SP";"n鉶 metropolitana";"mata atlantica";407,51;"Aw";13432;92,37;98,67;90,99
"3317";3504305;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";22,3;67,9;353,3;278,7;282;4;209,3;"Ava铆";35;"SP";"n鉶 metropolitana";"mata atlantica";500,09;"Cfa";4553;76,12;89,12;86,68
"3318";3504404;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24;64,8;289,6;326;238;3,3;209;"Avanhandava";35;"SP";"n鉶 metropolitana";"mata atlantica";429,52;"Aw";11257;94,17;99,8;95,24
"3319";3504503;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";21,1;73,4;372,2;232;327,7;3,7;200;"Avar茅";35;"SP";"n鉶 metropolitana";"cerrado";702,76;"Cfa";92659;95,6;98,85;97,2
"3320";3504602;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";23,7;63,6;350,2;328;224,3;4,7;202;"Bady Bassitt";35;"SP";"n鉶 metropolitana";"mata atlantica";488,22;"Aw";26991;93,55;99,07;97,24
"3321";3504701;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";22,9;65,9;322,9;299;260,7;3,7;207;"Balbinos";35;"SP";"n鉶 metropolitana";"mata atlantica";477,7;"Cfa";3886;91,51;92,78;89,81
"3322";3504800;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";23,7;63,6;350,2;328;224,3;4,7;202;"B谩lsamo";35;"SP";"n鉶 metropolitana";"mata atlantica";536,28;"Aw";9598;92,09;99,02;92,62
"3323";3504909;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,7;80,9;587,6;258,7;360,3;6,7;252,7;"Bananal";35;"SP";"n鉶 metropolitana";"mata atlantica";934,72;"Cfb";9690;85,59;92,36;90,92
"3324";3505005;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";20,6;72,5;347,5;219;327,7;3;188;"Bar茫o De Antonina";35;"SP";"n鉶 metropolitana";"mata atlantica";538,36;"Cfa";3533;56;90,25;92,39
"3325";3505104;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";24;64,4;294,3;325,7;232,3;1,7;204,7;"Barbosa";35;"SP";"n鉶 metropolitana";"mata atlantica";391,79;"Aw";5623;89,96;98,58;90,15
"3326";3505203;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";22,9;66,1;326,2;300;264;3;212;"Bariri";35;"SP";"n鉶 metropolitana";"mata atlantica";482,65;"Cwa";31584;97,91;99,61;95,75
"3327";3505302;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";21,8;70,4;340;262,7;308,7;3,3;215,3;"Barra Bonita";35;"SP";"n鉶 metropolitana";"mata atlantica";524,09;"Cfa";34430;98,96;99,67;98,76
"3328";3505351;"Epis贸dico";"Epis贸dico";"Se manteve";18,7;84,5;537,3;146;364,7;3,3;145,3;"Barra Do Chap茅u";35;"SP";"n鉶 metropolitana";"mata atlantica";816,03;"Cfb";5135;25,59;80,21;77,53
"3329";3505401;"Epis贸dico";"Epis贸dico";"Se manteve";19;85,7;614,3;154;365;7,3;154;"Barra Do Turvo";35;"SP";"n鉶 metropolitana";"mata atlantica";630;"Cfb";7318;45,09;59,86;80,45
