"municipio_geocodigo","epiyear","Xp","Tp","Dc3","Dc6","Dcmax","Dcmed","Dci","Ds3","Ds6","Dsmax","Dsmed","P","Inc"
"315520","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315530","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315540","2013/2014",1,15,0,0,0,0,2,3,3,27,16,0,22.8269911611256
"315550","2013/2014",9,10,1,0,3,1.5,1,3,3,14,6,0.134615384615385,676.042370562527
"315560","2013/2014",1,7,0,0,0,0,2,3,2,26,19,0,6.77297634538011
"315570","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315580","2013/2014",4,17,0,0,0,0,4,6,2,10,3,0,137.62507422987
"315590","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315600","2013/2014",1,52,0,0,0,0,1,2,2,39,25.5,0,7.32196363800212
"315610","2013/2014",2,16,0,0,0,0,2,3,2,24,3,0,199.368156304635
"315620","2013/2014",2,9,0,0,0,0,1,2,2,30,25.5,0,91.8261483786946
"315630","2013/2014",1,7,0,0,0,0,2,4,3,20,12.5,0,54.1257199956804
"315640","2013/2014",1,18,0,0,0,0,3,3,3,30,9,0,83.7700833404932
"315645","2013/2014",1,9,0,0,0,0,1,2,2,30,25.5,0,22.6524246806879
"315650","2013/2014",2,4,0,0,0,0,3,3,3,25,11.5,0,55.0813177675648
"315660","2013/2014",4,11,0,0,0,0,6,5,2,15,4,0,137.017884786404
"315670","2013/2014",26,9,3,2,14,5.5,0,0,0,2,1,0.519230769230769,297.443533996209
"315680","2013/2014",1,3,0,0,0,0,2,2,2,33,15,0,12.8050747496239
"315690","2013/2014",11,17,2,0,5,2,1,1,1,7,1,0.288461538461538,661.729504266323
"315700","2013/2014",2,17,0,0,0,0,5,6,3,15,4,0,22.2607769153841
"315710","2013/2014",8,9,0,0,1,1,6,4,2,16,2,0.0192307692307692,407.759757808627
"315720","2013/2014",8,17,0,0,2,1.5,4,4,2,13,2,0.0576923076923077,132.317809370358
"315725","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315727","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315730","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315733","2013/2014",3,19,0,0,0,0,3,2,2,25,1.5,0,210.901005358412
"315737","2013/2014",1,41,0,0,0,0,2,2,2,38,11,0,45.7548114043867
"315740","2013/2014",1,15,0,0,0,0,1,2,2,27,25.5,0,20.1674284395646
"315750","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315760","2013/2014",13,12,0,0,2,1,2,4,3,16,4.5,0.0769230769230769,1101.36932321939
"315765","2013/2014",1,40,0,0,0,0,1,1,1,51,51,0,16.2120283897559
"315770","2013/2014",3,15,0,0,0,0,7,6,3,11,3,0,145.009039826361
"315780","2013/2014",24,17,2,1,11,3.5,5,1,0,3,1,0.365384615384615,121.500955394634
"315790","2013/2014",10,4,0,0,1,1,3,4,1,15,3.5,0.0576923076923077,428.380055736131
"315800","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315810","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315820","2013/2014",10,16,0,0,2,2,2,3,2,21,6,0.0769230769230769,443.777664139148
"315830","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315840","2013/2014",1,46,0,0,0,0,1,2,2,45,25.5,0,27.3234811165846
"315850","2013/2014",2,5,0,0,0,0,1,2,2,34,25.5,0,25.4124017407495
"315860","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315870","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315880","2013/2014",13,21,1,0,3,1.5,4,3,2,16,3,0.134615384615385,1449.53244976052
"315890","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315895","2013/2014",5,3,0,0,1,1,3,3,3,17,10,0.0192307692307692,82.2776047601733
"315900","2013/2014",3,20,0,0,0,0,2,5,2,23,4.5,0,228.067674696549
"315910","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315920","2013/2014",1,12,0,0,0,0,1,2,2,27,25.5,0,11.0622057612819
"315930","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315935","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315940","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315950","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"315960","2013/2014",4,15,0,0,0,0,3,5,2,12,3,0,96.1615436068998
"315970","2013/2014",1,19,0,0,0,0,2,2,2,31,25,0,60.4637101462757
"315980","2013/2014",28,17,2,1,20,12,1,2,1,6,2,0.461538461538462,2065.45523116759
"315990","2013/2014",7,23,0,0,2,1.5,2,4,2,12,4,0.0576923076923077,249.274673889241
"316000","2013/2014",1,2,0,0,0,0,2,2,2,34,14,0,54.8547798820095
"316010","2013/2014",1,6,0,0,0,0,3,4,4,18,12.5,0,72.274420414744
"316020","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316030","2013/2014",2,47,0,0,0,0,3,2,2,24,2,0,60.1273245653158
"316040","2013/2014",19,23,1,1,6,2,2,3,1,7,2.5,0.230769230769231,586.018508512996
"316045","2013/2014",5,21,0,0,1,1,4,5,3,10,4.5,0.0192307692307692,272.024184822262
"316050","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316060","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316070","2013/2014",3,16,0,0,0,0,6,5,3,10,4,0,25.9171730345105
"316080","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316090","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316095","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316100","2013/2014",3,10,0,0,0,0,4,6,1,7,3,0,163.989512500938
"316105","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316110","2013/2014",15,15,2,0,3,1.5,1,2,0,4,1,0.211538461538462,271.820545114562
"316120","2013/2014",4,15,0,0,0,0,9,5,2,13,2,0,307.709604977795
"316130","2013/2014",40,20,1,1,12,12,4,3,2,9,2,0.230769230769231,3631.41587842822
"316140","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316150","2013/2014",3,19,0,0,0,0,1,4,4,16,11,0,105.91788401251
"316160","2013/2014",1,41,0,0,0,0,2,2,2,29,9,0,97.0447992385716
"316165","2013/2014",3,15,0,0,0,0,1,3,3,24,14,0,145.561629954344
"316170","2013/2014",6,12,0,0,1,1,1,4,4,15,7,0.0384615384615385,325.531837639744
"316180","2013/2014",13,15,0,0,1,1,4,2,1,8,2,0.115384615384615,924.329742139809
"316190","2013/2014",1,43,0,0,0,0,6,6,3,11,3.5,0,86.3256802297591
"316200","2013/2014",3,19,0,0,0,0,5,5,2,12,2,0,94.8768485020604
"316210","2013/2014",22,11,1,1,14,7.5,1,3,2,13,6.5,0.288461538461538,555.051039511528
"316220","2013/2014",31,18,1,1,7,1,2,4,1,9,3,0.173076923076923,2298.05937189056
"316225","2013/2014",3,51,0,0,0,0,3,3,2,39,6,0,105.72909359668
"316230","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316240","2013/2014",3,21,0,0,0,0,5,6,2,13,3,0,66.9207484979736
"316245","2013/2014",1,9,0,0,0,0,2,3,2,24,21,0,16.1388437139204
"316250","2013/2014",112,15,1,1,15,8,2,3,1,7,3,0.307692307692308,812.638235750866
"316255","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316257","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316260","2013/2014",1,2,0,0,0,0,2,2,2,35,14,0,25.82006641219
"316265","2013/2014",1,2,0,0,0,0,2,3,3,19,17,0,48.5323626860796
"316270","2013/2014",1,8,0,0,0,0,3,5,2,20,5,0,30.2396031633616
"316280","2013/2014",1,7,0,0,0,0,2,4,3,19,12.5,0,25.5406670657396
"316290","2013/2014",9,14,1,0,4,2.5,7,3,2,8,1,0.0961538461538462,257.712121593265
"316292","2013/2014",3,11,0,0,0,0,4,3,2,13,1,0,88.3638114846446
"316294","2013/2014",9,3,0,0,1,1,5,4,3,17,3,0.0192307692307692,253.043072743125
"316295","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316300","2013/2014",1,8,0,0,0,0,2,3,2,20,12.5,0,147.180225015921
"316310","2013/2014",20,17,1,1,9,5,3,3,2,14,4,0.192307692307692,2727.25870393509
"316320","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316330","2013/2014",1,40,0,0,0,0,1,1,1,51,51,0,26.3365148180881
"316340","2013/2014",2,40,0,0,0,0,3,4,3,18,6,0,229.201879048541
"316350","2013/2014",1,46,0,0,0,0,2,3,2,41,6,0,30.4463463652478
"316360","2013/2014",1,50,0,0,0,0,1,2,2,41,25.5,0,37.8597587168454
"316370","2013/2014",2,19,0,0,0,0,6,4,3,15,3,0,29.8058190570735
"316380","2013/2014",1,23,0,0,0,0,2,2,2,35,13,0,29.5433562957176
"316390","2013/2014",3,15,0,0,0,0,2,3,2,25,10.5,0,137.82240598543
"316400","2013/2014",4,18,0,0,0,0,1,3,3,21,19,0,110.214635938449
"316410","2013/2014",12,8,0,0,2,2,3,2,2,20,2,0.0961538461538462,1030.35980901495
"316420","2013/2014",5,51,0,0,1,1,2,2,1,39,2.5,0.0192307692307692,132.772454822257
"316430","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316440","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316443","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316447","2013/2014",1,52,0,0,0,0,1,2,2,39,25.5,0,16.7946450920072
"316450","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316460","2013/2014",8,16,0,0,2,1.5,3,3,2,17,2.5,0.0576923076923077,759.983356722408
"316470","2013/2014",12,14,2,0,5,1,2,0,0,1,1,0.25,226.038073076235
"316480","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316490","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316500","2013/2014",3,17,0,0,0,0,6,4,2,16,3,0,101.051947237457
"316510","2013/2014",1,17,0,0,0,0,1,2,2,29,25.5,0,14.0326637234054
"316520","2013/2014",1,33,0,0,0,0,1,2,2,45,25.5,0,14.6915066140033
"316530","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316540","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316550","2013/2014",1,34,0,0,0,0,1,2,1,46,25.5,0,18.1106736299885
"316553","2013/2014",28,3,2,0,5,1.5,0,1,0,3,1.5,0.25,815.760244330916
"316555","2013/2014",1,22,0,0,0,0,1,2,2,34,25.5,0,9.09843279495107
"316556","2013/2014",1,42,0,0,0,0,2,3,3,19,13.5,0,144.245605883556
"316557","2013/2014",1,5,0,0,0,0,3,5,4,17,7,0,90.3359629205617
"316560","2013/2014",2,32,0,0,0,0,1,2,2,44,25.5,0,95.8812547537281
"316570","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316580","2013/2014",1,21,0,0,0,0,1,2,2,33,25.5,0,51.6303268596847
"316590","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316600","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316610","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316620","2013/2014",2,17,0,0,0,0,2,2,2,29,19,0,28.7920622499151
"316630","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316640","2013/2014",2,4,0,0,0,0,2,3,3,17,17,0,165.404047097742
"316650","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316660","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316670","2013/2014",2,5,0,0,0,0,5,3,3,17,2,0,208.950602328476
"316680","2013/2014",4,30,0,0,0,0,3,4,4,17,11.5,0,54.471033020445
"316690","2013/2014",1,13,0,0,0,0,1,2,2,26,25.5,0,12.9592270319507
"316695","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316700","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316710","2013/2014",2,2,0,0,0,0,6,6,5,12,6,0,37.1759005437422
"316720","2013/2014",39,4,1,1,31,1,0,0,0,0,0,0.730769230769231,306.852430063939
"316730","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316740","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316750","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316760","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316770","2013/2014",4,46,0,0,0,0,1,2,1,42,3,0,210.024637505554
"316780","2013/2014",1,18,0,0,0,0,0,2,2,30,25,0,34.4447278038505
"316790","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316800","2013/2014",1,4,0,0,0,0,2,4,3,23,11,0,12.3808713157235
"316805","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316810","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316820","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316830","2013/2014",2,10,0,0,0,0,3,4,3,18,11,0,175.680762956456
"316840","2013/2014",5,23,0,0,1,1,1,3,3,15,8,0.0192307692307692,122.624960205842
"316850","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316860","2013/2014",33,2,3,2,26,6.5,0,0,0,1,1,0.788461538461538,419.968523069277
"316870","2013/2014",9,50,0,0,2,1.5,4,3,0,4,1,0.0576923076923077,91.3946459897072
"316880","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316890","2013/2014",1,11,0,0,0,0,1,2,2,28,25.5,0,13.85837012242
"316900","2013/2014",2,15,0,0,0,0,1,3,3,20,4,0,74.1497730351498
"316905","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316910","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316920","2013/2014",4,3,0,0,0,0,1,2,2,30,2,0,116.183297432288
"316930","2013/2014",305,17,1,1,12,6.5,5,3,1,13,1.5,0.25,1341.43306418341
"316935","2013/2014",163,8,1,1,21,11,3,1,1,18,1,0.423076923076923,4570.40223443059
"316940","2013/2014",8,15,1,1,10,10,4,3,2,6,2,0.192307692307692,185.830655396549
"316950","2013/2014",1,27,0,0,0,0,1,2,2,39,25.5,0,15.8645170246098
"316960","2013/2014",28,22,1,1,12,1.5,1,3,1,10,4,0.307692307692308,1129.75677178012
"316970","2013/2014",3,5,0,0,0,0,3,3,2,16,2,0,147.83069121509
"316980","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"316990","2013/2014",9,13,1,0,3,2.5,4,1,0,3,1,0.0961538461538462,91.7853829019754
"317000","2013/2014",10,23,1,0,3,3,6,5,3,14,3,0.0576923076923077,266.242981921398
"317005","2013/2014",2,23,0,0,0,0,3,4,3,14,5,0,95.9519502156997
"317010","2013/2014",196,9,1,1,52,52,0,0,0,0,0,1,1227.94537846907
"317020","2013/2014",395,15,1,1,52,52,0,0,0,0,0,1,964.318515594639
"317030","2013/2014",2,4,0,0,0,0,3,4,3,24,8,0,217.674924825407
"317040","2013/2014",284,9,3,2,25,5.5,2,1,0,3,1,0.730769230769231,3512.09134638013
"317043","2013/2014",2,4,0,0,0,0,3,4,3,18,3,0,230.803885494642
"317047","2013/2014",18,18,1,1,7,1,1,2,2,17,17,0.173076923076923,3534.03483498834
"317050","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"317052","2013/2014",3,21,0,0,0,0,2,4,2,23,5,0,94.0849879518228
"317057","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"317060","2013/2014",3,15,0,0,0,0,1,3,3,27,8.5,0,592.946047172542
"317065","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"317070","2013/2014",58,17,1,1,23,2,0,1,0,3,1,0.538461538461538,470.370435284259
"317075","2013/2014",3,7,0,0,0,0,3,3,3,18,11,0,142.60227828469
"317080","2013/2014",5,3,0,0,1,1,3,3,2,27,3,0.0192307692307692,33.1773801513665
"317090","2013/2014",1,43,0,0,0,0,2,3,2,37,10,0,10.2984878056992
"317100","2013/2014",13,12,1,0,3,2,5,3,1,18,1,0.173076923076923,496.924087678433
"317103","2013/2014",1,4,0,0,0,0,2,3,3,22,16,0,23.9620570043512
"317107","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"317110","2013/2014",3,43,0,0,0,0,2,3,2,30,5,0,454.664684794964
"317115","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"317120","2013/2014",18,11,2,1,18,2,0,0,0,1,1,0.519230769230769,268.402516789754
"317130","2013/2014",4,21,0,0,0,0,7,3,1,6,2,0,53.3588703414083
"317140","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"317150","2013/2014",1,45,0,0,0,0,1,2,1,46,25.5,0,29.9135096888132
"317160","2013/2014",4,46,0,0,0,0,5,3,2,22,2,0,210.141643550124
"317170","2013/2014",1,6,0,0,0,0,4,4,4,18,9,0,45.0652471113827
"317180","2013/2014",1,14,0,0,0,0,2,3,2,26,10,0,37.5384520983183
"317190","2013/2014",1,45,0,0,0,0,3,4,3,22,11,0,55.8694231302993
"317200","2013/2014",32,15,2,1,10,1,3,0,0,2,1.5,0.365384615384615,619.21012819923
"317210","2013/2014",2,14,0,0,0,0,1,2,2,26,25.5,0,40.2743301488214
"317220","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"320010","2013/2014",4,23,0,0,0,0,4,3,1,6,1.5,0,171.750164849489
"320013","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"320016","2013/2014",2,13,0,0,0,0,1,2,2,26,25.5,0,16.2691543872356
"320020","2013/2014",25,3,3,2,17,8,1,0,0,2,1,0.557692307692308,1322.04800380445
"320030","2013/2014",10,46,2,0,3,1,2,1,1,6,1.5,0.230769230769231,979.278524769421
"320035","2013/2014",1,46,0,0,0,0,3,6,5,14,6.5,0,91.8448578864833
"320040","2013/2014",21,3,3,2,10,2,0,0,0,2,2,0.519230769230769,1100.90372856459
"320050","2013/2014",5,40,0,0,1,1,4,5,2,12,3.5,0.0192307692307692,479.366558452075
"320060","2013/2014",46,16,2,2,31,7,0,0,0,1,1,0.75,899.304725302796
"320070","2013/2014",3,7,0,0,0,0,3,4,4,19,8,0,75.5756283132465
"320080","2013/2014",10,2,2,0,5,1.5,6,1,0,3,1,0.25,446.637799524607
"320090","2013/2014",9,5,0,0,1,1,2,1,1,10,1.5,0.0769230769230769,231.502865404457
"320100","2013/2014",3,9,0,0,0,0,6,4,1,12,2,0,240.588940575854
"320110","2013/2014",5,49,0,0,1,1,4,5,1,7,2.5,0.0192307692307692,298.78703953757
"320115","2013/2014",1,45,0,0,0,0,1,2,1,46,25.5,0,7.88671641870274
"320120","2013/2014",147,22,1,1,52,52,0,0,0,0,0,1,1392.59568317824
"320130","2013/2014",136,3,1,1,52,52,0,0,0,0,0,1,432.406474559349
"320140","2013/2014",13,7,1,0,3,1,3,3,2,11,3,0.153846153846154,269.771179566701
"320150","2013/2014",41,11,1,1,20,1,1,0,0,1,1,0.461538461538462,424.798787033506
"320160","2013/2014",46,17,1,1,29,2,0,1,0,3,3,0.653846153846154,2059.92333314423
"320170","2013/2014",1,46,0,0,0,0,3,5,4,15,6.5,0,57.3336242017199
"320180","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"320190","2013/2014",5,38,0,0,1,1,9,2,0,5,1,0.0192307692307692,176.796220618497
"320200","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"320210","2013/2014",4,11,0,0,0,0,4,5,3,12,3,0,84.5502334074232
"320220","2013/2014",5,30,0,0,1,1,9,4,0,5,2,0.0192307692307692,189.226605817327
"320225","2013/2014",4,1,0,0,0,0,8,6,3,10,3,0,132.562769746117
"320230","2013/2014",3,3,0,0,0,0,9,6,1,9,2.5,0,67.4583509546654
"320240","2013/2014",46,45,2,2,29,6.5,0,0,0,0,0,0.826923076923077,650.856664324919
"320245","2013/2014",2,14,0,0,0,0,6,6,4,15,5,0,45.584899284867
"320250","2013/2014",6,19,0,0,1,1,5,5,2,11,3,0.0192307692307692,272.927823384207
"320255","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"320260","2013/2014",4,19,0,0,0,0,3,4,3,13,2.5,0,216.473225934266
"320265","2013/2014",1,13,0,0,0,0,1,2,2,26,25.5,0,7.88330286133574
"320270","2013/2014",6,7,0,0,1,1,3,3,2,11,2,0.0192307692307692,214.366263111981
"320280","2013/2014",7,15,0,0,1,1,0,0,0,2,1,0.0961538461538462,293.444957493635
"320290","2013/2014",4,21,0,0,0,0,3,5,2,20,5,0,98.7186423770483
"320300","2013/2014",2,47,0,0,0,0,3,5,3,12,5,0,37.8002501292775
"320305","2013/2014",80,17,1,1,13,1,4,2,0,3,2,0.307692307692308,1853.86158052631
"320310","2013/2014",8,23,0,0,2,1,3,3,2,7,2,0.0961538461538462,623.370139979112
"320313","2013/2014",5,2,0,0,1,1,10,5,0,5,2,0.0192307692307692,221.330549270673
"320316","2013/2014",9,7,0,0,1,1,8,4,2,11,1.5,0.0192307692307692,354.255709605695
"320320","2013/2014",48,3,2,2,43,25.5,0,0,0,0,0,0.980769230769231,717.14012926231
"320330","2013/2014",1,11,0,0,0,0,3,4,3,23,7,0,36.0720080523821
"320332","2013/2014",3,4,0,0,0,0,11,4,0,5,2,0,68.4252945843049
"320334","2013/2014",3,9,0,0,0,0,8,4,0,4,2,0,197.661657684833
"320335","2013/2014",5,35,0,0,1,1,3,3,1,8,2,0.0192307692307692,416.115846651708
"320340","2013/2014",5,2,0,0,1,1,3,3,0,5,2,0.0192307692307692,183.54175070593
"320350","2013/2014",22,33,5,2,7,3,0,0,0,1,1,0.480769230769231,1429.90162756993
"320360","2013/2014",6,52,0,0,1,1,3,4,0,4,2,0.0384615384615385,898.852500432141
"320370","2013/2014",3,4,0,0,0,0,7,5,3,13,3,0,63.2517480390944
"320380","2013/2014",9,48,0,0,2,1,4,1,0,5,1,0.115384615384615,631.34519216145
"320390","2013/2014",14,31,3,2,7,3.5,0,0,0,1,1,0.442307692307692,489.824369704363
"320400","2013/2014",1,9,0,0,0,0,3,4,4,21,9.5,0,13.9475562942595
"320405","2013/2014",152,4,1,1,39,20,0,0,0,1,1,0.769230769230769,6750.24610272249
"320410","2013/2014",10,23,1,0,3,1,3,2,1,6,1,0.153846153846154,459.064253894747
"320420","2013/2014",8,7,0,0,2,1,1,0,0,2,1,0.173076923076923,661.76559877789
"320425","2013/2014",4,15,0,0,0,0,3,4,1,6,1.5,0,566.740506415339
"320430","2013/2014",2,44,0,0,0,0,4,5,3,18,4,0,85.8256468489196
"320435","2013/2014",10,2,0,0,2,1.5,3,3,1,6,1,0.0576923076923077,311.786211420204
"320440","2013/2014",1,44,0,0,0,0,3,5,2,16,4,0,85.9722260110623
"320450","2013/2014",1,40,0,0,0,0,6,5,2,22,3.5,0,46.6091820088557
"320455","2013/2014",6,3,0,0,1,1,5,5,1,16,2.5,0.0192307692307692,79.2688565873944
"320460","2013/2014",6,7,0,0,2,2,3,2,1,7,1,0.0769230769230769,310.183287069087
"320465","2013/2014",1,51,0,0,0,0,2,3,2,34,11,0,23.5853870384691
"320470","2013/2014",10,48,1,0,5,1,1,1,0,3,1,0.211538461538462,446.498592384566
"320480","2013/2014",1,42,0,0,0,0,4,4,3,31,6,0,36.6975714323521
"320490","2013/2014",86,4,3,3,29,13,0,0,0,0,0,0.961538461538462,1285.70595037118
"320495","2013/2014",4,4,0,0,0,0,6,5,1,16,3,0,172.175738451809
"320500","2013/2014",201,23,1,1,52,52,0,0,0,0,0,1,920.574366363219
"320501","2013/2014",14,22,1,0,3,1,2,1,0,3,1,0.173076923076923,531.935149309955
"320503","2013/2014",3,21,0,0,0,0,7,4,3,13,1.5,0,89.7344206281793
"320506","2013/2014",2,20,0,0,0,0,6,5,3,13,4.5,0,54.456367926072
"320510","2013/2014",48,15,2,2,43,24.5,0,0,0,2,2,0.942307692307692,1311.29649394671
"320515","2013/2014",2,12,0,0,0,0,1,3,3,26,15,0,44.2453404125878
"320517","2013/2014",4,30,0,0,0,0,6,2,1,12,1,0,245.119165625135
"320520","2013/2014",120,3,1,1,52,52,0,0,0,0,0,1,336.330399656887
"320530","2013/2014",188,2,1,1,52,52,0,0,0,0,0,1,1344.69974560779
"330010","2013/2014",27,7,4,2,19,3.5,1,0,0,2,1,0.692307692307692,287.304310970263
"330015","2013/2014",3,48,0,0,0,0,5,5,2,27,4,0,94.2184309369842
"330020","2013/2014",4,3,0,0,0,0,7,5,2,11,2,0,19.122620285039
"330022","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"330023","2013/2014",6,19,0,0,1,1,8,3,0,5,1,0.0384615384615385,152.958788746639
"330025","2013/2014",1,23,0,0,0,0,1,2,2,35,25.5,0,3.41090854468667
"330030","2013/2014",8,32,0,0,1,1,3,1,0,4,1.5,0.115384615384615,124.564397076476
"330040","2013/2014",15,22,1,0,4,1,4,3,0,4,2,0.153846153846154,67.0613279900598
"330045","2013/2014",12,43,1,0,3,1,1,0,0,2,1,0.230769230769231,31.9127608765917
"330050","2013/2014",1,45,0,0,0,0,2,3,2,26,19,0,7.44575250247088
"330060","2013/2014",13,2,0,0,1,1,7,3,0,4,2,0.0384615384615385,180.011628373546
"330070","2013/2014",25,2,2,1,23,13,0,1,1,15,8.5,0.5,173.222965558135
"330080","2013/2014",18,6,1,0,3,2,3,3,2,16,2.5,0.134615384615385,191.326186168345
"330090","2013/2014",2,2,0,0,0,0,2,2,2,37,12,0,19.4631052511084
"330093","2013/2014",2,14,0,0,0,0,1,2,2,26,25.5,0,14.4313259682691
"330095","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"330100","2013/2014",74,24,2,1,47,25,0,0,0,0,0,0.961538461538462,320.303948336582
"330110","2013/2014",2,46,0,0,0,0,2,4,4,24,6,0,59.0886429071612
"330115","2013/2014",2,13,0,0,0,0,5,5,2,21,3.5,0,84.5372876684187
"330120","2013/2014",1,12,0,0,0,0,4,4,2,24,4,0,22.5251810948754
"330130","2013/2014",9,14,0,0,2,1,4,1,0,3,2,0.173076923076923,298.143656881522
"330140","2013/2014",1,15,0,0,0,0,1,2,2,27,25.5,0,4.60083142332471
"330150","2013/2014",1,43,0,0,0,0,3,3,2,34,7,0,14.27875796773
"330160","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"330170","2013/2014",32,2,4,2,16,1,0,0,0,0,0,0.730769230769231,57.0411650731096
"330180","2013/2014",2,50,0,0,0,0,3,3,3,32,8,0,30.1668094030525
"330185","2013/2014",2,21,0,0,0,0,1,2,2,33,25.5,0,3.74398756996127
"330187","2013/2014",1,9,0,0,0,0,3,3,3,21,16,0,12.3274941049291
"330190","2013/2014",20,12,6,2,13,3,0,0,0,0,0,0.807692307692308,191.766929424238
"330200","2013/2014",4,8,0,0,0,0,2,3,0,5,1.5,0,52.6571063585947
"330205","2013/2014",4,32,0,0,0,0,9,6,2,12,3,0,145.405641126361
"330210","2013/2014",6,3,0,0,1,1,2,5,3,19,5,0.0192307692307692,102.183643166203
"330220","2013/2014",39,3,2,1,22,1,1,0,0,1,1,0.538461538461538,495.225879666397
"330225","2013/2014",5,19,0,0,1,1,5,6,3,10,4,0.0192307692307692,95.3411798028435
"330227","2013/2014",3,26,0,0,0,0,10,4,2,9,1,0,22.8758960642461
"330230","2013/2014",0,40,0,0,0,0,0,1,1,52,52,0,0
"330240","2013/2014",97,43,0,0,2,1.5,2,3,1,6,2,0.115384615384615,103.07418940788
