"municipio_geocodigo","epiyear","Xp","Tp","Dc3","Dc6","Dcmax","Dcmed","Dci","Ds3","Ds6","Dsmax","Dsmed","P","Inc"
"241420","2015/2016",4,7,0,0,0,0,1,4,2,25,4,0,115.76546084602
"241430","2015/2016",11,7,0,0,2,1.5,3,2,2,20,1,0.115384615384615,2987.75602689951
"241440","2015/2016",48,10,1,1,7,7,2,4,3,15,11.5,0.134615384615385,453.295843403487
"241445","2015/2016",44,9,1,0,3,3,1,3,3,21,17,0.0576923076923077,1971.05493738824
"241450","2015/2016",28,1,1,0,4,4,0,3,2,25,10,0.0769230769230769,900.19440736913
"241460","2015/2016",7,11,0,0,2,2,0,2,2,28,24,0.0384615384615385,102.310632224898
"241470","2015/2016",2,5,0,0,0,0,3,4,2,20,5,0,129.726647421505
"241475","2015/2016",19,21,0,0,1,1,0,3,2,33,11,0.0192307692307692,733.660188353144
"241480","2015/2016",11,12,0,0,1,1,1,4,2,21,3,0.0384615384615385,345.798227784083
"241490","2015/2016",2,16,0,0,0,0,0,2,2,28,24.5,0,287.890867215874
"241500","2015/2016",1,9,0,0,0,0,2,3,3,23,21,0,65.1115034496575
"250010","2015/2016",52,3,1,0,4,4,3,2,2,28,2,0.0769230769230769,1175.71378692489
"250020","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"250030","2015/2016",13,19,2,0,5,4.5,7,3,2,10,1,0.173076923076923,361.631528320114
"250040","2015/2016",16,19,2,1,11,1.5,2,1,1,11,1,0.384615384615385,1134.71805459925
"250050","2015/2016",5,13,0,0,1,1,4,2,2,19,1,0.0192307692307692,165.249746805885
"250053","2015/2016",5,11,0,0,1,1,1,2,2,28,19,0.0192307692307692,165.054912499735
"250057","2015/2016",1,14,0,0,0,0,0,2,2,26,25,0,74.0724913285329
"250060","2015/2016",47,10,2,1,10,2,0,0,0,2,1,0.442307692307692,2046.88145800941
"250070","2015/2016",8,16,0,0,1,1,3,3,2,22,3.5,0.0384615384615385,153.84818586467
"250073","2015/2016",20,8,0,0,2,1,1,3,2,26,4,0.0769230769230769,2428.02606150481
"250077","2015/2016",25,14,1,0,3,3,0,2,2,22,9.5,0.0576923076923077,766.561300737562
"250080","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"250090","2015/2016",184,6,1,0,4,4,0,2,2,30,22.5,0.0769230769230769,3743.93550363208
"250100","2015/2016",17,10,0,0,2,2,0,2,2,28,25,0.0384615384615385,130.753809330982
"250110","2015/2016",59,13,1,1,7,2,2,3,2,15,4,0.192307692307692,1300.10711109722
"250115","2015/2016",3,5,0,0,0,0,1,2,2,34,25.5,0,142.524976131635
"250120","2015/2016",3,5,0,0,0,0,4,5,2,18,3,0,243.388384812455
"250130","2015/2016",137,7,2,2,11,6,2,2,2,18,4.5,0.346153846153846,4269.14431890428
"250135","2015/2016",3,19,0,0,0,0,2,4,2,23,3.5,0,381.774664845895
"250140","2015/2016",2,7,0,0,0,0,0,2,2,31,25,0,34.6204291601661
"250150","2015/2016",8,12,1,0,3,1,4,2,1,14,2,0.0961538461538462,302.079444501872
"250153","2015/2016",3,12,0,0,0,0,4,4,2,14,1.5,0,567.358029354064
"250157","2015/2016",8,12,0,0,1,1,1,3,3,27,6,0.0384615384615385,325.716652031843
"250160","2015/2016",12,13,0,0,2,2,4,3,2,10,1,0.0769230769230769,508.869027559834
"250170","2015/2016",47,49,1,0,4,2.5,1,3,3,28,7.5,0.0961538461538462,1397.84487986861
"250180","2015/2016",42,10,1,1,7,1,2,3,2,15,2.5,0.173076923076923,265.756207170521
"250190","2015/2016",80,18,1,1,10,1,2,3,3,16,3.5,0.230769230769231,2505.73912886835
"250200","2015/2016",22,10,2,0,4,3.5,0,2,2,21,20.5,0.134615384615385,1270.45998008939
"250205","2015/2016",2,19,0,0,0,0,1,2,2,31,16,0,176.542483364266
"250210","2015/2016",3,10,0,0,0,0,1,2,2,28,20,0,107.703938443057
"250215","2015/2016",15,10,1,0,5,1,4,3,1,10,1.5,0.153846153846154,1793.66010141078
"250220","2015/2016",5,14,0,0,1,1,11,5,1,9,2,0.0192307692307692,1209.80681599384
"250230","2015/2016",3,11,0,0,0,0,4,4,4,16,9,0,120.671117058719
"250240","2015/2016",4,20,0,0,0,0,2,3,1,32,3,0,202.940688632394
"250250","2015/2016",19,8,1,0,3,1,4,4,1,21,3,0.0961538461538462,456.472194149914
"250260","2015/2016",1,8,0,0,0,0,1,2,2,31,25.5,0,16.6471116460952
"250270","2015/2016",32,5,1,0,4,4,0,2,2,30,23.5,0.0769230769230769,1391.0953435347
"250280","2015/2016",61,9,1,1,10,5.5,3,2,2,21,1,0.211538461538462,1739.42986447598
"250290","2015/2016",57,17,1,0,5,1.5,2,3,2,16,2.5,0.173076923076923,3013.79010564645
"250300","2015/2016",6,15,0,0,1,1,0,2,2,22,8.5,0.0192307692307692,146.409293902126
"250310","2015/2016",32,11,1,1,6,4,1,2,2,24,7.5,0.153846153846154,2401.62224964459
"250320","2015/2016",61,14,1,1,31,2,1,0,0,1,1,0.653846153846154,1513.00449605464
"250330","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"250340","2015/2016",1,11,0,0,0,0,2,2,2,26,23,0,58.3278417296448
"250350","2015/2016",1,1,0,0,0,0,1,2,2,38,25.5,0,5.92831414136635
"250355","2015/2016",8,9,0,0,1,1,1,3,3,19,11,0.0192307692307692,334.309295030632
"250360","2015/2016",3,15,0,0,0,0,0,2,2,25,21,0,114.150239276463
"250370","2015/2016",233,13,3,2,18,2,1,0,0,1,1,0.673076923076923,3320.25912661739
"250375","2015/2016",2,15,0,0,0,0,1,2,2,27,25.5,0,67.6038027139027
"250380","2015/2016",3,10,0,0,0,0,2,5,3,24,7,0,209.601706372866
"250390","2015/2016",9,49,0,0,2,1,2,2,2,36,4,0.0769230769230769,565.543736075325
"250400","2015/2016",45,14,3,1,27,3,1,0,0,1,1,0.673076923076923,172.047849556314
"250403","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"250407","2015/2016",45,50,1,0,4,1,3,4,1,21,2,0.173076923076923,5265.2542169542
"250410","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"250415","2015/2016",67,8,1,1,6,3.5,4,3,2,20,3,0.134615384615385,3371.46815708588
"250420","2015/2016",1,5,0,0,0,0,4,5,3,17,6,0,84.4910228288244
"250430","2015/2016",100,10,1,1,11,2,3,2,1,12,1.5,0.269230769230769,2134.58504478896
"250435","2015/2016",24,10,1,1,8,1,6,3,0,5,1,0.269230769230769,3588.64706532338
"250440","2015/2016",220,14,1,1,6,6,0,2,2,22,21.5,0.115384615384615,4145.33600776581
"250450","2015/2016",181,8,1,1,6,6,0,2,2,29,22.5,0.115384615384615,4718.39728543357
"250460","2015/2016",24,13,2,1,11,3,2,4,1,17,3,0.288461538461538,712.577237392864
"250470","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"250480","2015/2016",8,9,0,0,2,1.5,7,4,1,7,2,0.0576923076923077,387.277162576251
"250485","2015/2016",6,15,0,0,1,1,4,3,2,22,2,0.0192307692307692,879.139457723113
"250490","2015/2016",19,11,3,1,7,3.5,3,3,1,6,1,0.288461538461538,1107.11256526728
"250500","2015/2016",3,19,0,0,0,0,6,3,2,17,2,0,157.19250161538
"250510","2015/2016",22,16,2,0,5,3.5,4,4,2,9,3,0.25,756.453529831234
"250520","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"250523","2015/2016",5,13,0,0,2,2,2,3,3,21,12,0.0384615384615385,269.225732376222
"250527","2015/2016",4,28,0,0,0,0,2,4,3,21,12,0,130.138504551272
"250530","2015/2016",4,14,0,0,0,0,1,3,2,26,19,0,245.78153802524
"250535","2015/2016",4,14,0,0,0,0,1,2,2,25,23,0,157.06025488312
"250540","2015/2016",31,11,1,0,4,4,2,4,3,18,6,0.0769230769230769,864.873981863883
"250550","2015/2016",17,8,0,0,2,2,5,3,3,19,2,0.0961538461538462,1885.99407604425
"250560","2015/2016",3,9,0,0,0,0,1,2,2,30,25.5,0,45.9370721005904
"250570","2015/2016",164,20,1,1,15,8.5,0,2,1,9,2,0.326923076923077,10590.4985723856
"250580","2015/2016",9,11,1,0,5,5,1,2,2,23,20,0.0961538461538462,1121.80783647493
"250590","2015/2016",2,8,0,0,0,0,2,3,2,31,16,0,91.935597934985
"250600","2015/2016",52,7,1,1,11,11,4,5,2,11,5,0.211538461538462,703.610868395833
"250610","2015/2016",5,11,0,0,1,1,0,2,2,28,24,0.0192307692307692,104.981047892556
"250620","2015/2016",5,9,0,0,2,1.5,3,4,3,14,4.5,0.0576923076923077,1212.2271760352
"250625","2015/2016",1,5,0,0,0,0,1,2,2,34,25.5,0,11.9848253672658
"250630","2015/2016",50,17,1,1,25,13,2,1,0,3,1,0.5,1250.6091766267
"250640","2015/2016",6,12,0,0,1,1,5,4,2,19,3,0.0192307692307692,184.409864563776
"250650","2015/2016",30,11,1,1,8,8,1,2,2,23,6,0.153846153846154,4204.68804748542
"250660","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"250670","2015/2016",34,8,1,1,9,1,3,3,2,12,4,0.269230769230769,2256.29029242935
"250680","2015/2016",114,11,1,1,10,10,3,4,3,15,4.5,0.192307692307692,1888.43125717968
"250690","2015/2016",66,17,2,0,4,2.5,4,4,3,11,1,0.192307692307692,1006.54556070411
"250700","2015/2016",234,4,2,1,14,1,3,1,1,16,1,0.403846153846154,5693.3342770506
"250710","2015/2016",1,8,0,0,0,0,1,2,2,31,25.5,0,5.56371090958114
"250720","2015/2016",9,9,1,0,3,3,1,3,3,18,15,0.0576923076923077,339.528088603772
"250730","2015/2016",3,36,0,0,0,0,4,4,1,35,3,0,48.1620361426972
"250740","2015/2016",12,17,1,0,3,1.5,3,3,2,13,2,0.134615384615385,1079.83417189779
"250750","2015/2016",419,21,2,1,48,25.5,0,0,0,0,0,0.980769230769231,979.036517095479
"250760","2015/2016",31,10,1,1,6,3.5,1,2,2,25,17,0.134615384615385,1325.3931822428
"250770","2015/2016",43,15,1,1,10,1,0,1,1,15,1,0.230769230769231,1551.40192137396
"250780","2015/2016",49,13,1,1,7,4,0,2,2,20,19,0.153846153846154,2498.55084609636
"250790","2015/2016",64,4,2,1,8,6,0,2,2,25,18,0.230769230769231,2958.99856717672
"250800","2015/2016",25,8,1,0,4,2.5,3,5,1,12,4,0.0961538461538462,1160.72345704375
"250810","2015/2016",1,16,0,0,0,0,2,3,2,28,17,0,43.1602427763656
"250820","2015/2016",11,9,0,0,2,2,1,2,2,21,10,0.0384615384615385,413.326808863674
"250830","2015/2016",7,20,0,0,1,1,7,5,3,10,2.5,0.0192307692307692,98.0451377747176
"250840","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"250850","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"250855","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"250860","2015/2016",11,22,1,0,3,2,1,4,2,24,5,0.0769230769230769,365.140048373254
"250870","2015/2016",44,14,1,0,5,1,1,2,2,17,17,0.134615384615385,3086.96942712971
"250880","2015/2016",169,3,1,0,3,3,3,5,3,15,6,0.0576923076923077,4861.54244306418
"250890","2015/2016",70,14,1,1,14,1,1,3,2,10,6,0.307692307692308,662.660375249487
"250900","2015/2016",59,3,1,0,3,3,1,5,2,19,5,0.0576923076923077,933.485596470102
"250905","2015/2016",1,3,0,0,0,0,3,3,2,29,9.5,0,35.8203197652391
"250910","2015/2016",2,11,0,0,0,0,1,3,3,21,13,0,45.984492614183
"250915","2015/2016",7,14,0,0,1,1,3,2,2,21,1,0.0192307692307692,273.998267019508
"250920","2015/2016",7,13,0,0,1,1,1,3,2,23,9,0.0192307692307692,204.672320458376
"250930","2015/2016",1,3,0,0,0,0,4,4,3,20,9,0,50.2058924338755
"250933","2015/2016",1,42,0,0,0,0,2,2,1,44,4,0,44.5380886307964
"250937","2015/2016",1,16,0,0,0,0,1,2,2,28,25.5,0,37.304599226647
"250939","2015/2016",18,8,1,0,3,3,1,2,2,18,2,0.0576923076923077,817.23213460294
"250940","2015/2016",121,7,1,1,12,12,1,2,2,19,14,0.230769230769231,6373.76306971636
"250950","2015/2016",3,1,0,0,0,0,3,4,4,14,13,0,110.012358760175
"250960","2015/2016",332,26,1,1,13,13,0,2,2,25,18,0.25,19237.3584688285
"250970","2015/2016",566,51,1,1,18,18,3,2,2,13,1,0.346153846153846,11469.300794112
"250980","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"250990","2015/2016",5,5,0,0,1,1,4,3,3,16,6,0.0192307692307692,172.855945882792
"251000","2015/2016",1,4,0,0,0,0,4,4,4,16,8,0,54.0397295935069
"251010","2015/2016",3,4,0,0,0,0,12,5,2,9,1.5,0,163.846918046885
"251020","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"251030","2015/2016",8,7,0,0,2,2,4,4,2,10,1,0.0769230769230769,1475.26100771675
"251040","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"251050","2015/2016",4,11,0,0,0,0,2,4,4,15,12,0,244.287559864807
"251060","2015/2016",3,49,0,0,0,0,1,2,2,42,25.5,0,100.638668473002
"251065","2015/2016",4,23,0,0,0,0,6,5,4,14,5,0,1038.67159369859
"251070","2015/2016",5,13,0,0,1,1,1,2,2,22,11,0.0192307692307692,754.695682673042
"251080","2015/2016",138,8,1,1,13,13,1,3,3,12,8,0.25,616.254002481552
"251090","2015/2016",99,13,1,0,5,5,2,2,2,20,8.5,0.0961538461538462,1426.28192350319
"251100","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"251110","2015/2016",53,14,2,1,7,2,1,2,1,19,2,0.288461538461538,3344.31806101839
"251120","2015/2016",14,10,1,0,4,4,3,2,2,26,1,0.0769230769230769,164.261209544261
"251130","2015/2016",329,9,1,1,11,1,3,4,2,16,4,0.25,5551.65618175685
"251140","2015/2016",62,15,2,1,19,4,3,2,0,4,1,0.461538461538462,3538.4463212908
"251150","2015/2016",54,8,1,1,7,4,3,5,3,15,6,0.153846153846154,1769.40389560517
"251160","2015/2016",8,6,0,0,1,1,2,2,2,27,10,0.0384615384615385,253.830852652004
"251170","2015/2016",13,18,0,0,1,1,1,2,2,28,18,0.0192307692307692,402.353695427095
"251180","2015/2016",14,15,0,0,1,1,3,4,2,19,4,0.0384615384615385,378.602447312277
"251190","2015/2016",1,26,0,0,0,0,1,2,2,38,25.5,0,5.77433883820303
"251200","2015/2016",17,5,1,1,9,5,10,2,0,4,1,0.192307692307692,840.448552284778
"251203","2015/2016",2,15,0,0,0,0,1,2,2,27,25.5,0,50.4960999045915
"251207","2015/2016",5,15,0,0,1,1,2,3,2,27,4,0.0192307692307692,344.181186810485
"251210","2015/2016",44,12,1,1,7,1,1,3,3,16,10,0.173076923076923,467.180159102087
"251220","2015/2016",40,48,2,0,5,4.5,1,2,1,31,3,0.173076923076923,4262.33594416589
"251230","2015/2016",334,6,1,1,21,1.5,2,2,0,4,1.5,0.480769230769231,13723.4396096512
"251240","2015/2016",11,11,0,0,2,2,1,2,2,28,19,0.0384615384615385,130.554402898419
"251250","2015/2016",49,16,3,1,10,2.5,5,0,0,2,1,0.384615384615385,674.428769540804
"251260","2015/2016",2,8,0,0,0,0,1,2,2,29,19,0,228.344338871781
"251270","2015/2016",63,9,2,0,3,3,1,2,2,19,10,0.115384615384615,916.594540963881
"251272","2015/2016",1,7,0,0,0,0,1,2,2,32,25.5,0,16.9195378363165
"251274","2015/2016",22,15,1,0,3,1,3,2,2,22,2,0.0961538461538462,2567.79947753938
"251275","2015/2016",1,12,0,0,0,0,1,2,2,27,25.5,0,21.9611288020204
"251276","2015/2016",1,10,0,0,0,0,1,2,2,29,25.5,0,22.3421921557423
"251278","2015/2016",5,48,0,0,1,1,3,3,1,31,3,0.0384615384615385,1135.45972081416
"251280","2015/2016",203,10,1,1,8,8,1,3,3,16,14,0.153846153846154,7829.91096422315
"251290","2015/2016",10,11,0,0,1,1,1,2,2,22,19,0.0384615384615385,140.345752238943
"251300","2015/2016",2,7,0,0,0,0,1,2,2,31,17,0,141.761992519329
"251310","2015/2016",7,10,0,0,1,1,1,2,2,22,21,0.0384615384615385,183.393729826089
"251315","2015/2016",61,7,1,1,9,1.5,2,2,2,20,5,0.25,3650.43788374277
"251320","2015/2016",10,11,0,0,2,2,0,2,2,24,22,0.0384615384615385,535.591217879295
"251330","2015/2016",8,17,0,0,1,1,1,3,3,22,19,0.0192307692307692,297.920287225713
"251335","2015/2016",4,17,0,0,0,0,1,3,2,25,18,0,375.263683801488
"251340","2015/2016",77,5,1,0,5,3,1,5,2,13,4.5,0.115384615384615,1752.6579361457
"251350","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"251360","2015/2016",5,7,0,0,1,1,1,2,2,25,10.5,0.0384615384615385,212.503081975788
"251365","2015/2016",6,14,0,0,1,1,3,5,3,16,6.5,0.0192307692307692,734.924926823644
"251370","2015/2016",96,13,3,3,20,10,0,1,0,5,3,0.711538461538462,887.697401709705
"251380","2015/2016",7,10,0,0,2,2,1,2,2,23,19,0.0384615384615385,567.249719941429
"251385","2015/2016",4,40,0,0,0,0,2,2,2,31,25,0,188.864271964552
"251390","2015/2016",436,7,1,1,16,8.5,1,3,3,11,7.5,0.326923076923077,6744.70528026029
"251392","2015/2016",9,16,0,0,2,2,0,2,2,27,15,0.0384615384615385,716.463550139115
"251394","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"251396","2015/2016",1,14,0,0,0,0,2,3,2,26,20,0,72.2967782748181
"251398","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"251400","2015/2016",24,9,1,0,5,1,2,4,2,17,4,0.153846153846154,2716.95801597204
"251410","2015/2016",7,11,0,0,1,1,2,3,2,23,11.5,0.0384615384615385,474.111637660615
"251420","2015/2016",8,7,0,0,2,1.5,0,2,2,28,15,0.0576923076923077,371.988452006847
"251430","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"251440","2015/2016",4,19,0,0,0,0,4,6,3,11,5,0,546.861854282349
"251445","2015/2016",5,14,0,0,1,1,2,3,2,24,10,0.0192307692307692,242.336281536172
"251450","2015/2016",14,34,0,0,1,1,6,5,2,17,3,0.0576923076923077,250.850484546064
"251455","2015/2016",10,7,1,0,3,2,1,3,2,25,9,0.115384615384615,1244.35936004376
"251460","2015/2016",3,5,0,0,0,0,1,4,2,16,4,0,546.866327407001
"251465","2015/2016",5,8,0,0,2,2,0,2,2,27,23.5,0.0384615384615385,1036.16044988847
"251470","2015/2016",24,14,1,1,12,6.5,1,2,2,15,7,0.25,3396.11105449897
"251480","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"251490","2015/2016",27,13,2,0,4,3,1,2,2,14,2,0.153846153846154,1662.93163038639
"251500","2015/2016",4,13,0,0,0,0,2,3,3,18,6,0,224.160878538212
"251510","2015/2016",4,15,0,0,0,0,7,4,3,15,2,0,161.038768879258
"251520","2015/2016",56,4,1,0,5,5,3,3,2,30,3,0.0961538461538462,3144.88084576825
"251530","2015/2016",3,9,0,0,0,0,2,5,3,16,5,0,23.2035601103285
"251540","2015/2016",2,51,0,0,0,0,3,3,3,24,7,0,106.634055039578
"251550","2015/2016",201,4,1,1,13,13,0,2,2,30,19,0.25,5191.06885095983
"251560","2015/2016",3,14,0,0,0,0,0,2,2,24,23.5,0,280.267212029931
"251570","2015/2016",39,15,1,0,5,1,1,2,2,17,2,0.134615384615385,4104.14227870097
"251580","2015/2016",10,13,0,0,1,1,3,2,2,22,1.5,0.0384615384615385,509.756721872158
"251590","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"251593","2015/2016",5,17,0,0,1,1,1,3,3,22,16,0.0192307692307692,209.737465161397
"251597","2015/2016",1,17,0,0,0,0,1,2,2,29,25.5,0,12.6977460279863
"251600","2015/2016",2,10,0,0,0,0,2,3,2,21,3,0,60.8665356613177
"251610","2015/2016",1,5,0,0,0,0,2,3,3,24,17,0,14.1151497630962
"251615","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"251620","2015/2016",305,13,1,1,25,1,1,3,1,7,3,0.519230769230769,3165.79845315526
"251630","2015/2016",10,10,0,0,1,1,4,4,2,18,3,0.0576923076923077,256.067576187548
"251640","2015/2016",4,8,0,0,0,0,1,2,2,20,11,0,194.934209704225
"251650","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"251660","2015/2016",3,7,0,0,0,0,2,2,2,32,16,0,27.7062366339054
"251670","2015/2016",108,2,1,1,9,5,3,3,1,26,5,0.192307692307692,3281.09853441036
"251675","2015/2016",1,9,0,0,0,0,0,2,2,29,25,0,68.0668363974318
"251680","2015/2016",5,17,0,0,1,1,5,4,2,18,2.5,0.0192307692307692,277.478307184692
"251690","2015/2016",83,11,1,0,5,5,0,2,2,21,21,0.0961538461538462,1653.73319582266
"251700","2015/2016",19,7,1,0,5,5,1,3,3,16,15,0.0961538461538462,636.321691508355
"251710","2015/2016",13,13,1,1,6,6,2,3,3,19,7,0.115384615384615,2313.66499268774
"251720","2015/2016",1,2,0,0,0,0,2,3,3,23,14,0,39.3821545825302
"251740","2015/2016",10,50,0,0,1,1,0,2,2,36,22,0.0576923076923077,1600.50653393602
"260005","2015/2016",36,7,2,1,18,4,5,1,0,4,1,0.442307692307692,382.027101903493
"260010","2015/2016",152,9,1,1,27,14.5,2,2,1,8,4,0.557692307692308,2666.93564858516
"260020","2015/2016",6,13,0,0,1,1,1,3,2,19,3,0.0576923076923077,155.176840371087
"260030","2015/2016",65,8,1,1,7,1,0,2,2,24,19.5,0.173076923076923,964.379585571074
"260040","2015/2016",52,7,1,1,10,10,3,4,2,7,3,0.192307692307692,694.16612039459
"260050","2015/2016",17,8,1,1,6,6,3,2,2,25,8.5,0.115384615384615,142.913847549852
"260060","2015/2016",178,3,2,2,12,7,3,2,1,17,3,0.384615384615385,6674.09757813724
"260070","2015/2016",81,50,1,1,11,1,3,2,1,28,2,0.25,1299.88361203071
"260080","2015/2016",118,10,1,1,13,7,1,3,1,15,4,0.269230769230769,1846.46314319097
"260090","2015/2016",12,9,1,0,5,3.5,1,3,2,17,4,0.134615384615385,339.423715163561
"260100","2015/2016",11,10,0,0,2,1,0,3,2,18,4,0.0961538461538462,663.983371229637
"260105","2015/2016",132,8,1,1,7,7,1,3,2,20,16,0.134615384615385,1710.34363808022
"260110","2015/2016",169,8,1,1,11,1,3,3,1,13,4,0.25,710.913039760737
"260120","2015/2016",668,44,3,1,9,3,0,2,1,18,2.5,0.384615384615385,2461.65625970654
"260130","2015/2016",4,49,0,0,0,0,7,3,2,18,1.5,0,229.954694502977
"260140","2015/2016",88,9,1,0,3,2,3,2,1,27,1.5,0.153846153846154,551.224365542537
"260150","2015/2016",2,9,0,0,0,0,1,2,2,30,25.5,0,17.3965407647787
"260160","2015/2016",27,8,2,0,5,4,2,4,2,16,5,0.192307692307692,676.322496425685
"260170","2015/2016",1715,50,3,2,18,5,1,1,1,10,1,0.557692307692308,5728.75578136149
"260180","2015/2016",26,10,0,0,1,1,3,3,3,23,4.5,0.0961538461538462,617.30536341849
"260190","2015/2016",907,5,1,1,47,47,0,0,0,1,1,0.903846153846154,11310.9556455645
"260200","2015/2016",33,8,1,0,4,1,0,3,2,28,6,0.115384615384615,311.727648475542
"260210","2015/2016",222,4,2,2,11,4.5,4,2,1,14,1,0.403846153846154,1868.16811786625
"260220","2015/2016",151,1,2,0,4,2.5,1,3,3,19,6.5,0.192307692307692,1156.77984954039
"260230","2015/2016",4,48,0,0,0,0,7,4,1,13,2,0,100.830584481785
"260240","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"260250","2015/2016",45,7,1,1,12,7,5,2,2,12,2,0.269230769230769,3497.33527463672
"260260","2015/2016",411,47,1,1,35,1,0,0,0,2,2,0.769230769230769,8723.12605766271
"260270","2015/2016",35,49,2,0,4,2,3,2,1,20,2,0.173076923076923,1607.29582780151
"260280","2015/2016",123,51,1,1,25,13,1,3,1,8,3,0.5,2214.02931728733
"260290","2015/2016",327,7,1,1,52,52,0,0,0,0,0,1,1931.9222390968
"260300","2015/2016",18,10,1,1,9,1,3,3,2,19,4,0.211538461538462,446.023962691379
"260310","2015/2016",19,13,2,1,6,1,6,1,1,12,1,0.269230769230769,788.961971739304
"260320","2015/2016",136,3,2,1,10,7,3,2,1,23,1.5,0.269230769230769,2012.89849116618
"260330","2015/2016",18,4,1,0,4,2.5,2,4,3,19,6.5,0.0961538461538462,712.901613224124
"260340","2015/2016",15,3,1,0,4,2,3,3,2,17,5,0.134615384615385,1444.99201514977
"260345","2015/2016",241,11,3,2,24,7.5,2,1,0,3,1,0.769230769230769,2012.6886784741
"260350","2015/2016",3,50,0,0,0,0,1,5,2,24,4,0,79.3915207020479
"260360","2015/2016",88,5,1,1,8,8,1,2,2,31,4.5,0.153846153846154,3668.7409163386
"260370","2015/2016",14,9,1,0,3,1,5,4,1,6,3,0.0961538461538462,369.522493803086
"260380","2015/2016",9,10,1,0,3,3,1,2,2,22,2,0.0576923076923077,197.654557725998
"260390","2015/2016",101,52,1,0,4,2,0,2,2,30,19,0.153846153846154,1787.32744821465
"260392","2015/2016",19,9,1,0,5,5,2,3,2,26,7.5,0.0961538461538462,528.09505711028
"260400","2015/2016",183,3,1,1,49,25,1,0,0,1,1,0.961538461538462,3195.17773363847
"260410","2015/2016",613,50,2,1,39,5,0,0,0,0,0,0.865384615384615,1830.10536440345
"260415","2015/2016",34,49,3,1,8,5,4,4,3,11,5,0.307692307692308,2114.65316432045
"260420","2015/2016",7,9,0,0,1,1,5,3,2,13,1.5,0.0192307692307692,105.780585611337
"260430","2015/2016",37,3,3,1,6,5,7,2,0,5,1,0.269230769230769,1932.71276897399
"260440","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"260450","2015/2016",32,5,0,0,2,2,2,3,1,25,2,0.0384615384615385,315.247478915758
"260460","2015/2016",196,6,2,1,10,3,3,3,1,10,2,0.326923076923077,3041.33672024175
"260470","2015/2016",2,12,0,0,0,0,2,3,3,24,11,0,39.5156295713694
"260480","2015/2016",9,7,0,0,1,1,2,3,2,17,2,0.0192307692307692,258.306426413915
"260490","2015/2016",95,49,2,2,13,12,5,3,0,5,1.5,0.5,5170.09483649221
"260500","2015/2016",35,11,1,1,8,5,3,5,3,11,6.5,0.192307692307692,677.941122287314
"260510","2015/2016",152,46,1,0,5,5,2,2,2,29,1,0.0961538461538462,700.78854628823
"260515","2015/2016",2,4,0,0,0,0,1,3,2,29,10,0,56.6679980013633
"260520","2015/2016",75,24,2,1,15,1,1,2,1,6,2,0.442307692307692,1108.37741731762
"260530","2015/2016",211,5,1,1,12,12,1,3,3,12,10,0.230769230769231,3476.41348887398
"260540","2015/2016",53,4,1,1,12,6.5,3,3,2,7,2,0.25,1714.08481298104
"260545","2015/2016",81,10,2,1,9,3,6,2,1,11,1,0.25,17526.3624716665
"260550","2015/2016",47,1,1,1,6,3.5,2,3,1,30,3.5,0.134615384615385,1617.74717852882
"260560","2015/2016",44,3,0,0,2,2,0,3,2,31,8,0.115384615384615,446.312448491462
"260570","2015/2016",99,10,1,0,5,3.5,3,4,2,11,3,0.134615384615385,1290.03987118301
"260580","2015/2016",124,48,1,0,3,2,3,2,1,29,2,0.115384615384615,1382.24716174153
"260590","2015/2016",15,10,0,0,2,1,4,4,2,16,4,0.0769230769230769,294.596103885593
"260600","2015/2016",407,13,1,1,52,52,0,0,0,0,0,1,3251.71079477947
"260610","2015/2016",1,3,0,0,0,0,1,2,2,36,25.5,0,3.3551374251385
"260620","2015/2016",567,4,1,1,35,1.5,0,0,0,0,0,0.75,6593.48499747051
