muni_code_6;munname;prop_esgot;prop_abast;prop_residuo
412667;TAMARANA;35,86;75,05;58,43
412670;TAMBOARA;0,97;96,38;86,95
412680;TAPEJARA;87,65;95,7;92,56
412690;TAPIRA;9,13;95,49;65,87
412700;TEIXEIRA SOARES;21,79;93,88;69,02
412710;TELEMACO BORBA;74,28;99,43;99,49
412720;TERRA BOA;31,69;99,32;92,12
412730;TERRA RICA;32,96;90,31;87,78
412740;TERRA ROXA;42,27;97,62;83,29
412750;TIBAGI;51,03;92,08;80,03
412760;TIJUCAS DO SUL;47,16;91,86;82,69
412770;TOLEDO;58,96;99,23;92,42
412780;TOMAZINA;41,98;81,14;58,85
412785;TRES BARRAS DO PARANA;18,61;91,9;58,01
412788;TUNAS DO PARANA;5,18;61,88;91,86
412790;TUNEIRAS DO OESTE;6,33;94,55;77,39
412795;TUPASSI;19,3;93,75;82,71
412796;TURVO;16,3;78,66;53,94
412800;UBIRATA;24,72;97,51;86,73
412810;UMUARAMA;79,54;98,96;94,7
412820;UNIAO DA VITORIA;82,61;96,49;93,88
412830;UNIFLOR;1,69;88,42;83,09
412840;URAI;56,61;96,98;86,93
412850;WENCESLAU BRAZ;23,94;92,72;83,43
412853;VENTANIA;16,68;93,27;77,14
412855;VERA CRUZ DO OESTE;42,27;91,71;80,4
412860;VERE;27,41;92,52;57,61
412862;ALTO PARAISO;8,22;81,98;72,27
412863;DOUTOR ULYSSES;57,03;71,16;27,36
412865;VIRMOND;3,59;92,49;61,93
412870;VITORINO;49,97;91,18;75,01
412880;XAMBRE;13,04;79,14;73,77
420005;ABDON BATISTA;44,56;91,73;42,91
420010;ABELARDO LUZ;13,06;91,45;58,9
420020;AGROLANDIA;79,91;93,11;95,14
420030;AGRONOMICA;53,38;90,27;69,67
420040;AGUA DOCE;71,5;88,88;72,35
420050;AGUAS DE CHAPECO;10,73;90,86;54,03
420055;AGUAS FRIAS;37,29;88,68;48,9
420060;AGUAS MORNAS;68,87;58,94;93,73
420070;ALFREDO WAGNER;55,31;66,68;55,21
420075;ALTO BELA VISTA;40,12;89,53;58,7
420080;ANCHIETA;15,78;92,97;62,17
420090;ANGELINA;63,4;69,37;85,49
420100;ANITA GARIBALDI;58,1;84,83;79,1
420110;ANITAPOLIS;58,05;81,11;90,6
420120;ANTONIO CARLOS;61,54;71,49;94,37
420125;APIUNA;79,26;78,4;93,16
420127;ARABUTA;72,66;78,79;66,84
420130;ARAQUARI;64,37;97,22;96,95
420140;ARARANGUA;77,7;97,09;94,55
420150;ARMAZEM;81;82,27;81,08
420160;ARROIO TRINTA;67,25;85,2;90,02
420165;ARVOREDO;45,47;81,24;35,61
420170;ASCURRA;86,95;96,73;99,36
420180;ATALANTA;81,35;92,03;78,45
420190;AURORA;62,38;72,25;62,15
420195;BALNEARIO ARROIO DO SILVA;97,68;99,61;99,3
420200;BALNEARIO CAMBORIU;98,98;99,03;99,96
420205;BALNEARIO BARRA DO SUL;83,72;99,06;99,41
420207;BALNEARIO GAIVOTA;95,16;98,65;97,89
420208;BANDEIRANTE;17,24;90,43;35,15
420209;BARRA BONITA;12,65;93,93;37,61
420210;BARRA VELHA;88,52;98,64;96,69
420213;BELA VISTA DO TOLDO;27,83;96,55;23,42
420215;BELMONTE;13,78;89,38;56,51
420220;BENEDITO NOVO;78,29;83,3;91,21
420230;BIGUACU;85,33;85,83;99,08
420240;BLUMENAU;92,22;98,04;99,76
420243;BOCAINA DO SUL;31,96;70,54;40,02
420245;BOMBINHAS;94,56;94,34;99,87
420250;BOM JARDIM DA SERRA;41,16;79,2;66,97
420253;BOM JESUS;57,7;94,12;66,45
420257;BOM JESUS DO OESTE;19,68;95,68;58,87
420260;BOM RETIRO;78,8;90,46;85,62
420270;BOTUVERA;42,19;84,26;92,91
420280;BRACO DO NORTE;72,25;94,72;92,07
420285;BRACO DO TROMBUDO;71,31;94,91;95,18
420287;BRUNOPOLIS;40,56;80,11;55,3
420290;BRUSQUE;89,32;96,32;99,38
420300;CACADOR;72,75;95,84;93,64
420310;CAIBI;22,37;82,92;61,55
420315;CALMON;63,92;96,55;67,93
420320;CAMBORIU;89,73;97,16;99,68
420325;CAPAO ALTO;37,07;73,37;53,13
420330;CAMPO ALEGRE;90,09;90,44;85,67
420340;CAMPO BELO DO SUL;64,93;89,38;64,46
420350;CAMPO ERE;24,18;94,07;71,19
420360;CAMPOS NOVOS;71,98;96,61;85,25
420370;CANELINHA;48,49;89,2;96,01
420380;CANOINHAS;62,64;97,99;86,04
420390;CAPINZAL;62,56;94,93;95,38
420395;CAPIVARI DE BAIXO;94,35;97,86;99,7
420400;CATANDUVAS;69,24;96,75;88,8
420410;CAXAMBU DO SUL;14,96;82,22;55,54
420415;CELSO RAMOS;35,1;90,49;71,47
420417;CERRO NEGRO;26,64;82,64;26,91
420419;CHAPADAO DO LAGEADO;54,31;76,56;48,8
420420;CHAPECO;63,7;92,53;95,13
420425;COCAL DO SUL;70,04;98,58;98,05
420430;CONCORDIA;80,32;96,02;91,1
420435;CORDILHEIRA ALTA;40,16;59,21;64,87
420440;CORONEL FREITAS;56,66;92,84;62,29
420445;CORONEL MARTINS;22,9;79,27;52,03
420450;CORUPA;75,51;91,85;94,34
420455;CORREIA PINTO;69,72;94,66;85,47
420460;CRICIUMA;91,81;98,46;99,43
420470;CUNHA PORA;25,79;93,82;68,87
420475;CUNHATAI;25,77;93,28;47,91
420480;CURITIBANOS;67,61;90,68;92,81
420490;DESCANSO;13,89;89,13;60,15
420500;DIONISIO CERQUEIRA;41,36;96,32;70,5
420510;DONA EMMA;60,02;93,91;71,82
420515;DOUTOR PEDRINHO;60,87;78,44;87,65
420517;ENTRE RIOS;8,42;82,92;26,96
420519;ERMO;92;94,46;76,93
420520;ERVAL VELHO;58,88;90,71;77,12
420530;FAXINAL DOS GUEDES;70,56;88,03;93,04
420535;FLOR DO SERTAO;14,89;98,39;30,38
420540;FLORIANOPOLIS;88,66;96,7;99,82
420543;FORMOSA DO SUL;64,94;83,4;86,85
420545;FORQUILHINHA;80,83;99,1;94,45
420550;FRAIBURGO;72,07;92,61;89,22
420555;FREI ROGERIO;36,11;72,34;53,41
420560;GALVAO;10,55;93,2;68,52
420570;GAROPABA;47,07;90,53;98,86
420580;GARUVA;58,18;85,17;97,59
420590;GASPAR;87,4;98,38;99,17
420600;GOVERNADOR CELSO RAMOS;74,71;94,51;99,06
420610;GRAO PARA;68,45;82,91;67,3
420620;GRAVATAL;78,16;69,56;83,47
420630;GUABIRUBA;92,96;92,09;98,98
420640;GUARACIABA;46,6;88,68;68,36
420650;GUARAMIRIM;78,33;96,68;98,72
420660;GUARUJA DO SUL;35,92;97,3;74,46
420665;GUATAMBU;14,28;87,2;44,52
420670;HERVAL D'OESTE;89,76;95,87;91,3
420675;IBIAM;46,56;95,36;42,08
420680;IBICARE;71,05;91,55;70,14
420690;IBIRAMA;92,59;95,72;94,38
420700;ICARA;74,08;97,94;93,03
420710;ILHOTA;53,85;86,58;96,96
420720;IMARUI;70,21;71,73;55,77
420730;IMBITUBA;61,56;97,83;98,23
420740;IMBUIA;58,39;88,92;79,03
420750;INDAIAL;88,46;98,66;98,48
420757;IOMERE;41,6;97,07;97,52
420760;IPIRA;62,62;92,28;81,97
420765;IPORA DO OESTE;33,29;94,84;71,84
420768;IPUACU;8,95;59,42;35,68
420770;IPUMIRIM;65;84,02;94,05
420775;IRACEMINHA;16,25;87,63;37,09
420780;IRANI;46,66;91,69;78,09
420785;IRATI;1,36;97,28;62,84
420790;IRINEOPOLIS;46,98;90,75;72,01
420800;ITA;66,68;88,02;84,2
420810;ITAIOPOLIS;50,38;93,5;66,89
420820;ITAJAI;89,05;97,93;99,81
420830;ITAPEMA;87,79;93,66;99,81
420840;ITAPIRANGA;60,81;96,36;73,61
420845;ITAPOA;90,29;97,35;98,19
420850;ITUPORANGA;81,6;90,97;72,28
420860;JABORA;44,62;74,31;56,32
420870;JACINTO MACHADO;83,56;83,68;71,47
420880;JAGUARUNA;77,61;97,56;93,87
420890;JARAGUA DO SUL;88,3;97,98;99,4
420895;JARDINOPOLIS;24,44;93,84;55,97
420900;JOACABA;85,45;97,25;94,59
420910;JOINVILLE;75,74;98,29;99,85
420915;JOSE BOITEUX;79,26;89,52;78,5
420917;JUPIA;1,78;94,06;47,1
420920;LACERDOPOLIS;87,28;72,11;90,31
420930;LAGES;85,93;98,84;98,11
420940;LAGUNA;68,24;87,42;96,53
420945;LAJEADO GRANDE;22,4;76,47;53,39
420950;LAURENTINO;78,14;94,15;89,57
420960;LAURO MULLER;73,07;92,53;92,34
420970;LEBON REGIS;48,54;94,39;68,45
420980;LEOBERTO LEAL;42,4;77,35;36,11
420985;LINDOIA DO SUL;74,67;95,61;86,33
420990;LONTRAS;75,51;94,3;94,26
421000;LUIZ ALVES;41,9;81,57;88,31
421003;LUZERNA;82,36;93,43;90,55
421005;MACIEIRA;31,4;83,12;72,96
421010;MAFRA;75,46;95,52;82,4
421020;MAJOR GERCINO;53,16;77,37;85,06
421030;MAJOR VIEIRA;36,81;95,85;58,39
421040;MARACAJA;86,68;98,19;97,64
421050;MARAVILHA;42,16;96,6;91,2
421055;MAREMA;16,72;52,43;55,85
421060;MASSARANDUBA;86,02;95,55;85,87
421070;MATOS COSTA;29,18;90,64;64,34
421080;MELEIRO;88,46;95,2;68,27
421085;MIRIM DOCE;79,26;79,39;54,74
421090;MODELO;25,37;97,8;80,28
421100;MONDAI;27,16;97,03;73,33
421105;MONTE CARLO;45,45;96,41;89,4
421110;MONTE CASTELO;42,33;95,52;78,05
421120;MORRO DA FUMACA;54,04;91,44;96,31
421125;MORRO GRANDE;98,09;90,9;70,79
421130;NAVEGANTES;87,57;97,44;99,6
421140;NOVA ERECHIM;88,33;98,58;82,86
421145;NOVA ITABERABA;10,28;73,94;49,34
421150;NOVA TRENTO;70,56;85,07;84,06
421160;NOVA VENEZA;72,02;96,44;91,89
421165;NOVO HORIZONTE;18,75;85,66;39,22
421170;ORLEANS;73,11;90,75;79,21
421175;OTACILIO COSTA;85,44;98,18;96,59
421180;OURO;88,4;91,78;88,19
421185;OURO VERDE;18,61;90,77;60,17
421187;PAIAL;20,8;94,35;47,45
421189;PAINEL;50,28;81,07;50,54
421190;PALHOCA;84,12;94,96;99,21
421200;PALMA SOLA;16,11;93,94;79,42
421205;PALMEIRA;48,44;82,76;58,75
421210;PALMITOS;15,4;94,99;71,46
421220;PAPANDUVA;68,11;95,61;64,58
421223;PARAISO;11,88;88,44;45,92
421225;PASSO DE TORRES;17,29;96,23;97,9
421227;PASSOS MAIA;49,4;87,22;49,23
421230;PAULO LOPES;34,72;68,07;97,16
421240;PEDRAS GRANDES;57,1;79,03;77,99
421250;PENHA;91,16;96,62;99,37
421260;PERITIBA;71,84;94,13;86,57
421270;PETROLANDIA;45,81;83,04;82,51
421280;BALNEARIO PICARRAS;91,33;99,01;98,23
421290;PINHALZINHO;95,2;96,12;90,48
421300;PINHEIRO PRETO;61,59;87,99;93,46
421310;PIRATUBA;50,58;85,35;73,24
421315;PLANALTO ALEGRE;15,92;91,42;50,24
421320;POMERODE;92,66;97,54;98,2
421330;PONTE ALTA;41,29;89,32;88,07
421335;PONTE ALTA DO NORTE;84,73;96,64;93,99
421340;PONTE SERRADA;42,8;86,6;89,06
421350;PORTO BELO;77,53;87,2;98,47
421360;PORTO UNIAO;76,37;96,63;92,4
421370;POUSO REDONDO;85,15;94,26;76,22
421380;PRAIA GRANDE;77,53;85,38;87,24
421390;PRESIDENTE CASTELLO BRANCO;37,38;86,54;98,13
421400;PRESIDENTE GETULIO;87,47;95,56;91,42
421410;PRESIDENTE NEREU;59,48;85,27;87,58
421415;PRINCESA;23,35;95,45;66,47
421420;QUILOMBO;35,31;87,98;61,92
421430;RANCHO QUEIMADO;53,6;74;91,94
421440;RIO DAS ANTAS;43,97;91,25;77,73
421450;RIO DO CAMPO;74,69;92,07;82,27
421460;RIO DO OESTE;68,91;89,61;89,28
421470;RIO DOS CEDROS;82,15;84,88;96,96
421480;RIO DO SUL;84,05;97,52;98,37
421490;RIO FORTUNA;31,02;81,86;81,17
421500;RIO NEGRINHO;79,43;99,37;96,74
421505;RIO RUFINO;53,43;75,89;85,34
421507;RIQUEZA;25,73;93,58;58,73
421510;RODEIO;87,34;88,89;92,64
421520;ROMELANDIA;8,07;93,7;48,4
421530;SALETE;59,79;88,64;78,8
421535;SALTINHO;32,79;94,65;44,35
421540;SALTO VELOSO;83,19;88,96;92,11
421545;SANGAO;18,05;83,07;88,78
421550;SANTA CECILIA;76,74;94,89;91,34
421555;SANTA HELENA;10,67;89,61;58,31
421560;SANTA ROSA DE LIMA;54,74;70,55;74,71
421565;SANTA ROSA DO SUL;81,92;92,46;92,57
421567;SANTA TEREZINHA;41,02;88;45,1
421568;SANTA TEREZINHA DO PROGRESSO;20,51;92,63;23,5
421569;SANTIAGO DO SUL;16,94;97,21;69,84
421570;SANTO AMARO DA IMPERATRIZ;83,9;84,51;98,26
421575;SAO BERNARDINO;3,43;82,61;34,27
421580;SAO BENTO DO SUL;94,86;99,28;98,27
421590;SAO BONIFACIO;61,81;69,51;89,22
421600;SAO CARLOS;21,84;94,42;76,93
421605;SAO CRISTOVAO DO SUL;60,03;96,4;88,25
421610;SAO DOMINGOS;16,5;90,96;67,82
421620;SAO FRANCISCO DO SUL;76,56;96,88;99,01
421625;SAO JOAO DO OESTE;21,56;92,41;52,57
421630;SAO JOAO BATISTA;80,92;93,06;98,5
421635;SAO JOAO DO ITAPERIU;56,3;96,75;95,96
421640;SAO JOAO DO SUL;57,56;79,44;89,94
421650;SAO JOAQUIM;73,91;92,57;76,79
421660;SAO JOSE;94,39;98,24;99,79
421670;SAO JOSE DO CEDRO;31,52;97,81;70,76
421680;SAO JOSE DO CERRITO;35,34;68,52;28,94
421690;SAO LOURENCO DO OESTE;38,25;94,35;75,39
421700;SAO LUDGERO;86,16;94,05;87,8
421710;SAO MARTINHO;68,27;80,2;85
421715;SAO MIGUEL DA BOA VISTA;7,47;97,11;32,76
421720;SAO MIGUEL DO OESTE;71,13;91,87;93,57
421725;SAO PEDRO DE ALCANTARA;78,27;83,64;92,58
421730;SAUDADES;27,96;88,67;94,1
421740;SCHROEDER;62,4;92,45;99,21
421750;SEARA;67,92;88,3;93,21
421755;SERRA ALTA;24,01;95,43;56,66
421760;SIDEROPOLIS;85,24;85,62;96,05
421770;SOMBRIO;79,1;96,69;96,15
421775;SUL BRASIL;19,51;94,36;38,78
421780;TAIO;78,58;89,79;75,38
421790;TANGARA;50,82;89,93;59,89
421795;TIGRINHOS;5,83;98,29;59,52
421800;TIJUCAS;87,49;96,82;98,87
421810;TIMBE DO SUL;66,94;78,7;74,68
421820;TIMBO;60,26;99,02;99,55
421825;TIMBO GRANDE;38,08;92,86;71,15
421830;TRES BARRAS;68,42;96,04;93,11
421835;TREVISO;95,16;95,42;99,09
421840;TREZE DE MAIO;66,39;77,39;71,53
421850;TREZE TILIAS;93,96;90,21;89,73
421860;TROMBUDO CENTRAL;50,31;91,75;95,71
421870;TUBARAO;91,59;93,39;99,05
421875;TUNAPOLIS;9,24;95,84;60,68
421880;TURVO;90,68;79,94;83,4
421885;UNIAO DO OESTE;3,63;87,3;44,56
421890;URUBICI;79,9;82,84;92,03
421895;URUPEMA;38,71;78,44;91,93
421900;URUSSANGA;84,87;92,16;94,09
421910;VARGEAO;50,14;77,39;76,25
421915;VARGEM;13,12;81,13;46,1
421917;VARGEM BONITA;52,75;85,26;77,81
421920;VIDAL RAMOS;25,57;80,85;58,96
421930;VIDEIRA;86,87;98,39;94,33
421935;VITOR MEIRELES;76,36;91,04;61,55
421940;WITMARSUM;76,04;89,08;86,04
421950;XANXERE;59,29;69,66;91,08
421960;XAVANTINA;60,65;86,94;83,63
421970;XAXIM;50,52;94,47;86,29
421985;ZORTEA;35,29;96,08;90,39
430003;ACEGUA;81,89;63,06;42,74
430005;AGUA SANTA;63,26;75,8;79,92
430010;AGUDO;69,7;88,17;68,68
430020;AJURICABA;17,71;93,24;67,47
430030;ALECRIM;13,07;94,9;95,71
430040;ALEGRETE;78,01;96,94;89
430045;ALEGRIA;11,4;92,22;51,04
430047;ALMIRANTE TAMANDARE DO SUL;22,53;76,78;70,46
430050;ALPESTRE;17,71;89,76;32,75
430055;ALTO ALEGRE;19,58;98,55;48,15
430057;ALTO FELIZ;74,17;93,19;92,89
430060;ALVORADA;87,86;98,9;99,44
430063;AMARAL FERRADOR;18,91;92,21;40,88
430064;AMETISTA DO SUL;28,99;88,67;59,18
430066;ANDRE DA ROCHA;53,18;95,53;71,53
430070;ANTA GORDA;51,01;95,54;74,34
430080;ANTONIO PRADO;85,89;95,35;94,92
430085;ARAMBARE;68,59;99,18;91,74
430087;ARARICA;75,82;91,12;99,05
430090;ARATIBA;74,95;81,05;86,46
430100;ARROIO DO MEIO;50,27;97,98;98,55
430105;ARROIO DO SAL;55,41;98,11;99,24
430107;ARROIO DO PADRE;58,33;81,5;45,2
430110;ARROIO DOS RATOS;68,53;98,76;95,51
430120;ARROIO DO TIGRE;49,83;91,25;54,28
430130;ARROIO GRANDE;73;98,26;87,1
430140;ARVOREZINHA;48,89;94,24;75,24
430150;AUGUSTO PESTANA;29,76;97,12;61,76
430155;AUREA;50,57;76,85;76,6
430160;BAGE;86,25;99,27;96,83
430163;BALNEARIO PINHAL;69,55;97,64;99,66
430165;BARAO;35,53;93,67;94,53
430170;BARAO DE COTEGIPE;62,69;93,8;65,07
430175;BARAO DO TRIUNFO;30,03;70,01;33,6
430180;BARRACAO;56,94;86,77;64,12
430185;BARRA DO GUARITA;5,18;93,82;57,23
430187;BARRA DO QUARAI;64,43;93,49;75,08
430190;BARRA DO RIBEIRO;74,32;95,8;92,07
430192;BARRA DO RIO AZUL;62,58;49,35;64,19
430195;BARRA FUNDA;37,89;95,96;91,51
430200;BARROS CASSAL;29,76;83,23;41,54
430205;BENJAMIN CONSTANT DO SUL;60,7;92,43;44,44
430210;BENTO GONCALVES;87,75;97,38;98,57
430215;BOA VISTA DAS MISSOES;10,67;99,44;61,74
430220;BOA VISTA DO BURICA;8,5;99,28;83,91
430222;BOA VISTA DO CADEADO;22,34;94,94;23,21
430223;BOA VISTA DO INCRA;2,96;93,69;37,2
430225;BOA VISTA DO SUL;2,52;93,44;85,57
430230;BOM JESUS;76,04;93,99;80,48
430235;BOM PRINCIPIO;64,79;99,02;98,47
430237;BOM PROGRESSO;23,66;78,9;86,57
430240;BOM RETIRO DO SUL;78,34;95,37;97,28
430245;BOQUEIRAO DO LEAO;23,72;92,71;46,41
430250;BOSSOROCA;25,36;90,35;59,79
430258;BOZANO;47,15;92,31;38,89
430260;BRAGA;7,6;88,53;64,16
430265;BROCHIER;31,32;99,1;92,75
430270;BUTIA;68,38;99,05;98,03
430280;CACAPAVA DO SUL;52,33;92,09;81,31
430290;CACEQUI;58,27;95,79;76,99
430300;CACHOEIRA DO SUL;37,81;96,6;91,57
430310;CACHOEIRINHA;95,74;99,21;99,43
430320;CACIQUE DOBLE;45,21;84,93;66
430330;CAIBATE;22,15;99,42;66,4
430340;CAICARA;30,72;91,42;58,54
430350;CAMAQUA;83,16;97,1;87,35
430355;CAMARGO;46,11;97,48;96,53
430360;CAMBARA DO SUL;73,4;74,08;96,02
430367;CAMPESTRE DA SERRA;47,23;88,56;87,29
430370;CAMPINA DAS MISSOES;39,42;99,61;78,31
430380;CAMPINAS DO SUL;87,93;97,66;95,69
430390;CAMPO BOM;94,73;99,23;99,85
430400;CAMPO NOVO;10,25;96,91;87,64
430410;CAMPOS BORGES;13,65;63,49;73,74
430420;CANDELARIA;67,47;89,39;83,45
430430;CANDIDO GODOI;16,63;98,33;50,86
430435;CANDIOTA;81,04;89,25;74,21
430440;CANELA;87,75;98,1;99,18
430450;CANGUCU;44,33;85,13;44,08
430460;CANOAS;93,57;98,83;99,35
430461;CANUDOS DO VALE;35,83;94,5;78,5
430462;CAPAO BONITO DO SUL;12,89;69,66;43,23
430463;CAPAO DA CANOA;64,9;97,84;99,72
430465;CAPAO DO CIPO;36,06;93,69;27,79
430466;CAPAO DO LEAO;74,93;96,91;96,6
430467;CAPIVARI DO SUL;77,57;98,43;97,25
430468;CAPELA DE SANTANA;91,47;93,86;95,47
430469;CAPITAO;12,4;97,54;81,76
430470;CARAZINHO;51,39;97,69;97,43
430471;CARAA;76,18;89,37;91,28
430480;CARLOS BARBOSA;76,83;96,34;96,89
430485;CARLOS GOMES;48,19;85,34;32,13
430490;CASCA;31,71;94,66;94,67
430495;CASEIROS;36,76;91,71;79,72
430500;CATUIPE;19,34;98,4;67,98
430510;CAXIAS DO SUL;92,42;98,63;98,66
430511;CENTENARIO;56,52;94,75;61,35
430512;CERRITO;51,29;92,49;53,69
430513;CERRO BRANCO;70,64;91,9;81,71
430515;CERRO GRANDE;26,27;97,97;41,37
430517;CERRO GRANDE DO SUL;29,19;74,92;60,51
430520;CERRO LARGO;42,24;97,9;95,08
430530;CHAPADA;21,63;97,96;69
430535;CHARQUEADAS;91,98;98,9;97,98
430537;CHARRUA;55,33;61,35;53,61
430540;CHIAPETTA;13,24;99,41;73,74
430543;CHUI;84,25;98,72;95,45
430544;CHUVISCA;20,67;82,94;21,06
430545;CIDREIRA;48,04;98,98;98,25
430550;CIRIACO;43,08;81,48;82,74
430558;COLINAS;63,56;93,39;94,11
430560;COLORADO;3,77;96,47;79,52
430570;CONDOR;26,71;93,88;79,93
430580;CONSTANTINA;41,09;89,77;83,44
430583;COQUEIRO BAIXO;6,74;97,38;47,01
430585;COQUEIROS DO SUL;22,83;95,13;57,47
430587;CORONEL BARROS;67,01;97,71;50,75
430590;CORONEL BICACO;3,67;81,88;70,31
430593;CORONEL PILAR;5,37;97,89;57,58
430595;COTIPORA;86,28;80,41;87,89
430597;COXILHA;27,7;97,65;73,37
430600;CRISSIUMAL;15,44;96,23;63,12
430605;CRISTAL;82,6;91,22;85,12
430607;CRISTAL DO SUL;17,72;95,18;35,22
430610;CRUZ ALTA;38,3;98,19;95,52
430613;CRUZALTENSE;48,9;88,98;50,07
430620;CRUZEIRO DO SUL;41,51;80,72;93,68
430630;DAVID CANABARRO;60,47;91,64;86,8
430632;DERRUBADAS;61,23;93,93;34,12
430635;DEZESSEIS DE NOVEMBRO;17,74;99,5;70,66
430637;DILERMANDO DE AGUIAR;80,2;84,23;41,25
430640;DOIS IRMAOS;94,97;99,27;99,89
430642;DOIS IRMAOS DAS MISSOES;8,82;94,82;58,26
430645;DOIS LAJEADOS;67,96;79,34;84,93
430650;DOM FELICIANO;32,48;76,21;37,18
430655;DOM PEDRO DE ALCANTARA;37,71;83,61;97,9
430660;DOM PEDRITO;86,61;97,51;90,56
430670;DONA FRANCISCA;55,97;76,86;89,06
430673;DOUTOR MAURICIO CARDOSO;4,71;94,07;65,89
430675;DOUTOR RICARDO;30,53;95,79;59,65
430676;ELDORADO DO SUL;89,86;97,62;97,08
430680;ENCANTADO;87,84;96,27;96,77
430690;ENCRUZILHADA DO SUL;63,89;91,19;71,15
430692;ENGENHO VELHO;24,72;98,38;63,74
430693;ENTRE-IJUIS;13,85;87,56;58,35
430695;ENTRE RIOS DO SUL;75,65;93,34;85,15
430697;EREBANGO;32,2;83,64;73,05
430700;ERECHIM;90,75;98,83;97,12
430705;ERNESTINA;18,49;97,87;74,77
430710;HERVAL;65,54;90,76;68,06
430720;ERVAL GRANDE;43,49;91,28;80,31
430730;ERVAL SECO;18,43;87,17;68,43
430740;ESMERALDA;59,16;90,11;83,33
430745;ESPERANCA DO SUL;3,08;94,71;43,05
430750;ESPUMOSO;55,62;96,78;78,01
430755;ESTACAO;64,74;91,99;86,59
430760;ESTANCIA VELHA;92,49;99,17;99,53
430770;ESTEIO;91,43;99,51;99,6
430780;ESTRELA;83,82;98,85;98,76
430781;ESTRELA VELHA;12,15;95,24;51,76
430783;EUGENIO DE CASTRO;10,93;97,47;57,33
430786;FAGUNDES VARELA;48,75;81,91;94,36
430790;FARROUPILHA;91,89;92,66;95,57
430800;FAXINAL DO SOTURNO;72,03;82,16;87,36
430805;FAXINALZINHO;57,32;82,3;75,27
430807;FAZENDA VILANOVA;36,3;98,74;94,41
430810;FELIZ;66,71;98,44;98,44
430820;FLORES DA CUNHA;75,15;94,16;95,31
430825;FLORIANO PEIXOTO;22,52;96,33;25,11
430830;FONTOURA XAVIER;2,28;85,53;44,17
430840;FORMIGUEIRO;16,77;90,68;80,11
430843;FORQUETINHA;39,17;96,96;64,79
430845;FORTALEZA DOS VALOS;9,48;91,99;75,85
430850;FREDERICO WESTPHALEN;69,31;96,13;86,18
430860;GARIBALDI;84,68;91,62;98,47
430865;GARRUCHOS;5,42;97,8;44,31
430870;GAURAMA;53,47;81,66;75,98
430880;GENERAL CAMARA;65,28;95,9;61,72
430885;GENTIL;28,81;97,06;55,23
430890;GETULIO VARGAS;61,06;94,85;87,8
430900;GIRUA;14,15;94,15;75,06
430905;GLORINHA;65,19;94,81;93,93
430910;GRAMADO;92,08;96,23;99,19
430912;GRAMADO DOS LOUREIROS;66,48;95,71;74,65
430915;GRAMADO XAVIER;15,3;85,02;32,92
430920;GRAVATAI;83,97;98,65;99,35
430925;GUABIJU;72,12;97,36;96,42
430930;GUAIBA;87,02;98,95;98,89
430940;GUAPORE;93,42;94,93;93,47
430950;GUARANI DAS MISSOES;4;99,3;65,85
430955;HARMONIA;42,5;98,59;98,31
430957;HERVEIRAS;7,31;89,74;31,12
430960;HORIZONTINA;48,6;96,26;87,47
430965;HULHA NEGRA;62,93;85,15;51,5
430970;HUMAITA;25,48;90,93;81,96
430975;IBARAMA;21,07;96,58;71,43
430980;IBIACA;50,34;92,41;69,34
430990;IBIRAIARAS;49,41;85,71;88,52
430995;IBIRAPUITA;11,77;97,42;64,42
431000;IBIRUBA;20,84;95,53;81,61
431010;IGREJINHA;88,33;96,76;99,45
431020;IJUI;59,66;97,57;92,27
431030;ILOPOLIS;51,06;94,68;83,87
431033;IMBE;82,67;99,38;99,68
431036;IMIGRANTE;29,7;96,43;96,24
431040;INDEPENDENCIA;11,82;87,82;68,78
431041;INHACORA;35,71;98,02;77,25
431043;IPE;70,56;89,8;85,28
431046;IPIRANGA DO SUL;70,99;73,15;42,9
431050;IRAI;23,93;83,76;64,3
431053;ITAARA;55,59;94,95;95,79
431055;ITACURUBI;26,51;96,06;37,08
431057;ITAPUCA;5,73;93,16;33,52
431060;ITAQUI;68,14;97,02;86,17
431065;ITATI;3,63;76,27;90,99
431070;ITATIBA DO SUL;38,17;91,79;65,98
431075;IVORA;73,43;83,22;92,85
431080;IVOTI;72,6;95,92;99,74
431085;JABOTICABA;27,33;82,12;42,74
431087;JACUIZINHO;3,31;89,83;23,04
431090;JACUTINGA;69,65;79,57;78,43
431100;JAGUARAO;63,51;98,72;93,09
431110;JAGUARI;33,87;78,5;60,35
431112;JAQUIRANA;36,95;88,85;83,09
431113;JARI;10,32;90,26;24,94
431115;JOIA;41,62;82,67;38,56
431120;JULIO DE CASTILHOS;48,44;95,73;86,99
431123;LAGOA BONITA DO SUL;28,92;83,6;35,71
431125;LAGOAO;10,73;80,85;27,19
431127;LAGOA DOS TRES CANTOS;20,47;98,38;97,67
431130;LAGOA VERMELHA;81,28;95,71;92,23
431140;LAJEADO;85;90,43;99,79
431142;LAJEADO DO BUGRE;2,99;96,51;28,93
431150;LAVRAS DO SUL;63,7;95,67;81,76
431160;LIBERATO SALZANO;6,46;91,85;37,11
431162;LINDOLFO COLLOR;65,8;97,99;98,8
431164;LINHA NOVA;47,35;96,16;89,77
431170;MACHADINHO;84,74;84,32;69,95
431171;MACAMBARA;35,73;92,48;43,72
431173;MAMPITUBA;42,84;86,28;92,5
