muni_code;dengue_pattern_2010_2016;dengue_pattern_2017_2022;transition
4312427;Episódico;Episódico;Se manteve
4312443;Episódico;Episódico;Se manteve
4312450;Sem transmissão;Episódico;Piorou
4312476;Episódico;Episódico;Se manteve
4312500;Episódico;Episódico;Se manteve
4312609;Episódico;Episódico;Se manteve
4312617;Sem transmissão;Sem transmissão;Se manteve
4312625;Episódico;Sem transmissão;Melhorou
4312658;Episódico;Episódico/Epidêmico;Piorou
4312674;Sem transmissão;Episódico;Piorou
4312708;Episódico;Episódico;Se manteve
4312757;Episódico;Episódico;Se manteve
4312807;Episódico;Episódico;Se manteve
4312906;Episódico;Episódico;Se manteve
4312955;Episódico;Episódico;Se manteve
4313003;Sem transmissão;Episódico;Piorou
4313011;Episódico;Episódico;Se manteve
4313037;Episódico;Episódico;Se manteve
4313060;Episódico;Episódico;Se manteve
4313086;Episódico;Episódico;Se manteve
4313102;Episódico;Episódico;Se manteve
4313201;Episódico;Episódico;Se manteve
4313300;Episódico;Episódico;Se manteve
4313334;Episódico;Episódico;Se manteve
4313359;Episódico;Sem transmissão;Melhorou
4313375;Episódico;Episódico;Se manteve
4313391;Episódico;Episódico;Se manteve
4313409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4313425;Episódico;Episódico/Epidêmico;Piorou
4313441;Episódico;Episódico;Se manteve
4313466;Sem transmissão;Episódico;Piorou
4313490;Episódico;Episódico;Se manteve
4313508;Episódico/Epidêmico;Episódico;Melhorou
4313607;Episódico;Episódico;Se manteve
4313656;Episódico;Episódico;Se manteve
4313706;Episódico;Episódico/Epidêmico;Piorou
4313805;Episódico;Episódico;Se manteve
4313904;Episódico;Episódico/Epidêmico;Piorou
4313953;Sem transmissão;Episódico;Piorou
4314001;Episódico;Episódico;Se manteve
4314027;Sem transmissão;Episódico;Piorou
4314035;Sem transmissão;Episódico;Piorou
4314050;Episódico;Episódico/Epidêmico;Piorou
4314068;Sem transmissão;Episódico;Piorou
4314076;Sem transmissão;Episódico;Piorou
4314100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4314134;Episódico;Episódico;Se manteve
4314159;Episódico;Episódico;Se manteve
4314175;Sem transmissão;Sem transmissão;Se manteve
4314209;Sem transmissão;Episódico;Piorou
4314308;Episódico;Episódico;Se manteve
4314407;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4314423;Episódico;Episódico/Epidêmico;Piorou
4314456;Sem transmissão;Episódico;Piorou
4314464;Sem transmissão;Episódico;Piorou
4314472;Sem transmissão;Episódico;Piorou
4314498;Episódico;Episódico;Se manteve
4314506;Sem transmissão;Episódico;Piorou
4314548;Sem transmissão;Sem transmissão;Se manteve
4314555;Episódico;Episódico;Se manteve
4314605;Sem transmissão;Episódico;Piorou
4314704;Episódico;Episódico;Se manteve
4314753;Episódico;Episódico;Se manteve
4314779;Sem transmissão;Episódico;Piorou
4314787;Sem transmissão;Episódico;Piorou
4314803;Episódico;Episódico;Se manteve
4314902;Epidêmico;Epidêmico;Se manteve
4315008;Episódico;Episódico;Se manteve
4315057;Episódico;Episódico/Epidêmico;Piorou
4315073;Episódico;Episódico;Se manteve
4315107;Episódico;Episódico;Se manteve
4315131;Episódico;Episódico;Se manteve
4315149;Episódico;Episódico;Se manteve
4315156;Sem transmissão;Episódico;Piorou
4315172;Episódico;Sem transmissão;Melhorou
4315206;Sem transmissão;Episódico;Piorou
4315305;Sem transmissão;Episódico;Piorou
4315313;Sem transmissão;Episódico;Piorou
4315321;Episódico;Episódico;Se manteve
4315354;Episódico;Episódico/Epidêmico;Piorou
4315404;Episódico;Episódico;Se manteve
4315453;Sem transmissão;Episódico;Piorou
4315503;Sem transmissão;Episódico;Piorou
4315552;Sem transmissão;Episódico;Piorou
4315602;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4315701;Episódico;Episódico;Se manteve
4315750;Sem transmissão;Sem transmissão;Se manteve
4315800;Episódico;Episódico;Se manteve
4315909;Episódico;Episódico;Se manteve
4315958;Episódico;Episódico;Se manteve
4316006;Episódico;Episódico;Se manteve
4316105;Episódico;Episódico;Se manteve
4316204;Episódico;Episódico;Se manteve
4316303;Episódico/Epidêmico;Episódico;Melhorou
4316402;Episódico;Episódico;Se manteve
4316428;Sem transmissão;Episódico;Piorou
4316436;Episódico;Episódico;Se manteve
4316451;Episódico;Episódico/Epidêmico;Piorou
4316477;Episódico;Episódico;Se manteve
4316501;Episódico;Episódico;Se manteve
4316600;Episódico;Episódico/Epidêmico;Piorou
4316709;Episódico;Episódico/Epidêmico;Piorou
4316733;Sem transmissão;Episódico;Piorou
4316758;Sem transmissão;Episódico;Piorou
4316808;Episódico/Epidêmico;Epidêmico;Piorou
4316907;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4316956;Sem transmissão;Episódico;Piorou
4316972;Sem transmissão;Sem transmissão;Se manteve
4317004;Sem transmissão;Episódico;Piorou
4317103;Episódico;Episódico/Epidêmico;Piorou
4317202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4317251;Sem transmissão;Sem transmissão;Se manteve
4317301;Episódico;Episódico;Se manteve
4317400;Episódico;Episódico/Epidêmico;Piorou
4317509;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4317558;Sem transmissão;Sem transmissão;Se manteve
4317608;Episódico;Episódico/Epidêmico;Piorou
4317707;Episódico;Episódico;Se manteve
4317756;Episódico;Episódico;Se manteve
4317806;Episódico;Episódico;Se manteve
4317905;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4317954;Sem transmissão;Sem transmissão;Se manteve
4318002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4318051;Sem transmissão;Episódico;Piorou
4318101;Episódico;Episódico/Epidêmico;Piorou
4318200;Sem transmissão;Episódico;Piorou
4318309;Episódico;Episódico/Epidêmico;Piorou
4318408;Episódico;Episódico;Se manteve
4318424;Episódico;Episódico;Se manteve
4318432;Sem transmissão;Episódico;Piorou
4318440;Sem transmissão;Episódico;Piorou
4318457;Sem transmissão;Episódico;Piorou
4318465;Sem transmissão;Sem transmissão;Se manteve
4318481;Episódico;Episódico;Se manteve
4318499;Episódico;Episódico;Se manteve
4318507;Sem transmissão;Episódico;Piorou
4318606;Episódico;Episódico;Se manteve
4318614;Sem transmissão;Sem transmissão;Se manteve
4318622;Episódico;Sem transmissão;Melhorou
4318705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4318804;Episódico;Episódico;Se manteve
4318903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4319000;Episódico;Episódico;Se manteve
4319109;Episódico;Episódico/Epidêmico;Piorou
4319125;Sem transmissão;Episódico;Piorou
4319158;Episódico;Episódico;Se manteve
4319208;Episódico;Episódico;Se manteve
4319307;Episódico;Episódico;Se manteve
4319356;Episódico;Episódico;Se manteve
4319364;Sem transmissão;Sem transmissão;Se manteve
4319372;Sem transmissão;Episódico;Piorou
4319406;Sem transmissão;Episódico;Piorou
4319505;Episódico;Episódico;Se manteve
4319604;Episódico;Episódico;Se manteve
4319703;Sem transmissão;Episódico;Piorou
4319711;Sem transmissão;Episódico;Piorou
4319737;Sem transmissão;Episódico;Piorou
4319752;Sem transmissão;Sem transmissão;Se manteve
4319802;Sem transmissão;Episódico;Piorou
4319901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4320008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4320107;Episódico;Episódico/Epidêmico;Piorou
4320206;Episódico;Episódico;Se manteve
4320230;Sem transmissão;Episódico;Piorou
4320263;Episódico;Sem transmissão;Melhorou
4320305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4320321;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4320354;Sem transmissão;Sem transmissão;Se manteve
4320404;Episódico;Episódico;Se manteve
4320453;Sem transmissão;Episódico;Piorou
4320503;Episódico;Episódico;Se manteve
4320552;Sem transmissão;Sem transmissão;Se manteve
4320578;Episódico;Episódico;Se manteve
4320602;Episódico;Episódico;Se manteve
4320651;Sem transmissão;Episódico;Piorou
4320677;Episódico;Episódico;Se manteve
4320701;Episódico;Episódico;Se manteve
4320800;Episódico;Episódico/Epidêmico;Piorou
4320859;Sem transmissão;Episódico;Piorou
4320909;Episódico;Episódico;Se manteve
4321006;Episódico;Episódico;Se manteve
4321105;Sem transmissão;Episódico;Piorou
4321204;Episódico;Episódico;Se manteve
4321303;Episódico;Episódico;Se manteve
4321329;Episódico;Episódico/Epidêmico;Piorou
4321352;Sem transmissão;Sem transmissão;Se manteve
4321402;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4321436;Episódico;Episódico;Se manteve
4321451;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4321469;Episódico;Episódico;Se manteve
4321477;Episódico;Episódico;Se manteve
4321493;Episódico;Episódico;Se manteve
4321501;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4321600;Episódico;Episódico/Epidêmico;Piorou
4321626;Sem transmissão;Episódico;Piorou
4321634;Sem transmissão;Episódico;Piorou
4321667;Episódico;Episódico;Se manteve
4321709;Episódico;Episódico;Se manteve
4321808;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4321832;Episódico;Episódico;Se manteve
4321857;Episódico;Episódico;Se manteve
4321907;Episódico;Episódico/Epidêmico;Piorou
4321956;Sem transmissão;Episódico;Piorou
4322004;Episódico;Episódico;Se manteve
4322103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4322152;Episódico;Episódico;Se manteve
4322186;Episódico;Sem transmissão;Melhorou
4322202;Episódico;Episódico;Se manteve
4322251;Sem transmissão;Episódico;Piorou
4322301;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4322327;Sem transmissão;Episódico;Piorou
4322343;Episódico;Episódico;Se manteve
4322350;Episódico;Episódico;Se manteve
4322376;Sem transmissão;Episódico;Piorou
4322400;Episódico/Epidêmico;Episódico;Melhorou
4322509;Episódico;Episódico;Se manteve
4322525;Sem transmissão;Episódico;Piorou
4322533;Sem transmissão;Episódico;Piorou
4322541;Episódico;Episódico;Se manteve
4322558;Sem transmissão;Episódico;Piorou
4322608;Episódico;Episódico/Epidêmico;Piorou
4322707;Episódico;Episódico;Se manteve
4322806;Episódico;Episódico;Se manteve
4322855;Sem transmissão;Episódico;Piorou
4322905;Sem transmissão;Episódico;Piorou
4323002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
4323101;Episódico;Episódico;Se manteve
4323200;Episódico;Episódico;Se manteve
4323309;Episódico;Episódico;Se manteve
4323358;Episódico;Sem transmissão;Melhorou
4323408;Sem transmissão;Episódico;Piorou
4323457;Sem transmissão;Sem transmissão;Se manteve
4323507;Episódico;Episódico;Se manteve
4323606;Episódico;Episódico;Se manteve
4323705;Episódico;Episódico;Se manteve
4323754;Episódico;Episódico;Se manteve
4323770;Sem transmissão;Episódico;Piorou
4323804;Episódico;Episódico;Se manteve
5000203;Episódico/Epidêmico;Epidêmico;Piorou
5000252;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5000609;Epidêmico;Epidêmico;Se manteve
5000708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5000807;Episódico;Episódico/Epidêmico;Piorou
5000856;Episódico/Epidêmico;Epidêmico;Piorou
5000906;Episódico/Epidêmico;Epidêmico;Piorou
5001003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5001102;Episódico/Epidêmico;Epidêmico;Piorou
5001243;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5001508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5001904;Episódico/Epidêmico;Epidêmico;Piorou
5002001;Episódico;Episódico/Epidêmico;Piorou
5002100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5002159;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5002209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5002308;Episódico/Epidêmico;Epidêmico;Piorou
5002407;Episódico/Epidêmico;Epidêmico;Piorou
5002605;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5002704;Transmissão Persistente;Transmissão Persistente;Se manteve
5002803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5002902;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5002951;Epidêmico;Epidêmico;Se manteve
5003108;Episódico;Episódico/Epidêmico;Piorou
5003157;Episódico/Epidêmico;Epidêmico;Piorou
5003207;Epidêmico;Epidêmico;Se manteve
5003256;Episódico/Epidêmico;Epidêmico;Piorou
5003306;Epidêmico;Epidêmico;Se manteve
5003454;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5003488;Episódico/Epidêmico;Epidêmico;Piorou
5003504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5003702;Epidêmico;Epidêmico;Se manteve
5003751;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5003801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5003900;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5004007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5004106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5004304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5004403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5004502;Episódico/Epidêmico;Epidêmico;Piorou
5004601;Episódico/Epidêmico;Epidêmico;Piorou
5004700;Epidêmico;Epidêmico;Se manteve
5004809;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5004908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5005004;Episódico/Epidêmico;Epidêmico;Piorou
5005103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5005152;Episódico;Episódico/Epidêmico;Piorou
5005202;Episódico/Epidêmico;Epidêmico;Piorou
5005251;Episódico/Epidêmico;Epidêmico;Piorou
5005400;Episódico/Epidêmico;Epidêmico;Piorou
5005608;Episódico/Epidêmico;Epidêmico;Piorou
5005681;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5005707;Epidêmico;Epidêmico;Se manteve
5005806;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5006002;Episódico/Epidêmico;Epidêmico;Piorou
5006200;Episódico/Epidêmico;Epidêmico;Piorou
5006259;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5006275;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5006309;Epidêmico;Epidêmico;Se manteve
5006358;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5006408;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5006606;Epidêmico;Epidêmico;Se manteve
5006903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5007109;Epidêmico;Episódico/Epidêmico;Melhorou
5007208;Episódico/Epidêmico;Epidêmico;Piorou
5007307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5007406;Episódico/Epidêmico;Epidêmico;Piorou
5007505;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5007554;Episódico/Epidêmico;Epidêmico;Piorou
5007695;Epidêmico;Epidêmico;Se manteve
5007703;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5007802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5007901;Epidêmico;Epidêmico;Se manteve
5007935;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5007950;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5007976;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5008008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5008305;Epidêmico;Epidêmico;Se manteve
5008404;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5100102;Episódico/Epidêmico;Episódico;Melhorou
5100201;Episódico/Epidêmico;Epidêmico;Piorou
5100250;Epidêmico;Epidêmico;Se manteve
5100300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5100359;Episódico;Episódico;Se manteve
5100409;Episódico;Episódico/Epidêmico;Piorou
5100508;Episódico/Epidêmico;Episódico;Melhorou
5100607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5100805;Episódico;Episódico/Epidêmico;Piorou
5101001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5101209;Episódico;Episódico/Epidêmico;Piorou
5101258;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5101308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5101407;Epidêmico;Episódico/Epidêmico;Melhorou
5101605;Episódico;Episódico;Se manteve
5101704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5101803;Epidêmico;Epidêmico;Se manteve
5101852;Episódico;Episódico/Epidêmico;Piorou
5101902;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5102504;Epidêmico;Epidêmico;Se manteve
5102603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5102637;Epidêmico;Epidêmico;Se manteve
5102678;Epidêmico;Epidêmico;Se manteve
5102686;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5102694;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5102702;Epidêmico;Epidêmico;Se manteve
5102793;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5102850;Episódico/Epidêmico;Episódico;Melhorou
5103007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5103056;Episódico/Epidêmico;Epidêmico;Piorou
5103106;Episódico;Episódico/Epidêmico;Piorou
5103205;Epidêmico;Epidêmico;Se manteve
5103254;Epidêmico;Epidêmico;Se manteve
5103304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5103353;Episódico/Epidêmico;Epidêmico;Piorou
5103361;Episódico;Episódico/Epidêmico;Piorou
5103379;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5103403;Epidêmico;Epidêmico;Se manteve
5103437;Episódico;Episódico;Se manteve
5103452;Episódico;Sem transmissão;Melhorou
5103502;Episódico/Epidêmico;Epidêmico;Piorou
5103601;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5103700;Episódico/Epidêmico;Epidêmico;Piorou
5103809;Episódico;Episódico;Se manteve
5103858;Episódico/Epidêmico;Epidêmico;Piorou
5103908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5103957;Episódico;Episódico;Se manteve
5104104;Epidêmico;Episódico/Epidêmico;Melhorou
5104203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5104500;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5104526;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
5104542;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
