muni_code;dengue_pattern_2010_2016;dengue_pattern_2017_2022;transition
3148103;Episódico/Epidêmico;Epidêmico;Piorou
3148202;Episódico/Epidêmico;Episódico;Melhorou
3148301;Episódico;Episódico;Se manteve
3148400;Episódico;Episódico;Se manteve
3148509;Episódico/Epidêmico;Episódico;Melhorou
3148608;Episódico;Episódico/Epidêmico;Piorou
3148707;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3148756;Episódico;Episódico;Se manteve
3148806;Episódico;Episódico/Epidêmico;Piorou
3148905;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3149002;Episódico;Episódico;Se manteve
3149101;Episódico/Epidêmico;Episódico;Melhorou
3149150;Episódico/Epidêmico;Episódico;Melhorou
3149200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3149309;Episódico/Epidêmico;Epidêmico;Piorou
3149408;Episódico;Episódico;Se manteve
3149507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3149606;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3149705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3149804;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3149903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3149952;Episódico/Epidêmico;Episódico;Melhorou
3150000;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3150109;Episódico;Episódico/Epidêmico;Piorou
3150158;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3150208;Episódico;Episódico;Se manteve
3150307;Episódico;Episódico;Se manteve
3150406;Episódico;Episódico;Se manteve
3150505;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3150539;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3150570;Episódico;Episódico;Se manteve
3150604;Episódico;Episódico;Se manteve
3150703;Episódico/Epidêmico;Epidêmico;Piorou
3150802;Episódico;Episódico;Se manteve
3150901;Episódico;Episódico;Se manteve
3151008;Episódico;Episódico;Se manteve
3151107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3151206;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3151305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3151404;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3151503;Episódico/Epidêmico;Epidêmico;Piorou
3151602;Episódico/Epidêmico;Epidêmico;Piorou
3151701;Episódico/Epidêmico;Episódico;Melhorou
3151800;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3151909;Episódico;Episódico/Epidêmico;Piorou
3152006;Epidêmico;Episódico/Epidêmico;Melhorou
3152105;Episódico/Epidêmico;Epidêmico;Piorou
3152131;Sem transmissão;Sem transmissão;Se manteve
3152170;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3152204;Episódico/Epidêmico;Epidêmico;Piorou
3152303;Episódico;Episódico;Se manteve
3152402;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3152501;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3152600;Episódico;Episódico;Se manteve
3152709;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3152808;Episódico/Epidêmico;Epidêmico;Piorou
3152907;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3153004;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3153103;Episódico;Episódico;Se manteve
3153202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3153301;Episódico;Episódico;Se manteve
3153400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3153509;Episódico;Episódico/Epidêmico;Piorou
3153608;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3153707;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3153806;Episódico;Episódico;Se manteve
3153905;Episódico;Episódico/Epidêmico;Piorou
3154002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3154101;Epidêmico;Episódico/Epidêmico;Melhorou
3154150;Episódico;Episódico;Se manteve
3154200;Episódico;Episódico;Se manteve
3154309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3154408;Episódico;Sem transmissão;Melhorou
3154457;Episódico;Episódico/Epidêmico;Piorou
3154507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3154606;Epidêmico;Epidêmico;Se manteve
3154705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3154804;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3154903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3155009;Episódico;Episódico;Se manteve
3155108;Episódico;Episódico/Epidêmico;Piorou
3155207;Episódico;Episódico;Se manteve
3155306;Episódico;Episódico/Epidêmico;Piorou
3155405;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3155504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3155603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3155702;Episódico;Episódico/Epidêmico;Piorou
3155801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3155900;Episódico;Episódico;Se manteve
3156007;Episódico;Episódico;Se manteve
3156106;Episódico;Episódico/Epidêmico;Piorou
3156205;Episódico;Episódico;Se manteve
3156304;Episódico;Episódico/Epidêmico;Piorou
3156403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3156452;Episódico;Episódico;Se manteve
3156502;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3156601;Episódico/Epidêmico;Episódico;Melhorou
3156700;Epidêmico;Epidêmico;Se manteve
3156809;Episódico;Episódico/Epidêmico;Piorou
3156908;Epidêmico;Epidêmico;Se manteve
3157005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3157104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3157203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3157252;Episódico;Episódico;Se manteve
3157278;Episódico;Episódico;Se manteve
3157302;Episódico;Episódico;Se manteve
3157336;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3157377;Episódico;Episódico/Epidêmico;Piorou
3157401;Episódico;Episódico;Se manteve
3157500;Episódico;Episódico;Se manteve
3157609;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3157658;Episódico;Episódico/Epidêmico;Piorou
3157708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3157807;Epidêmico;Epidêmico;Se manteve
3157906;Episódico/Epidêmico;Episódico;Melhorou
3158003;Episódico;Episódico;Se manteve
3158102;Episódico;Episódico;Se manteve
3158201;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3158300;Episódico;Episódico/Epidêmico;Piorou
3158409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3158508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3158607;Episódico;Episódico;Se manteve
3158706;Episódico;Sem transmissão;Melhorou
3158805;Episódico/Epidêmico;Episódico;Melhorou
3158904;Episódico;Episódico/Epidêmico;Piorou
3158953;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3159001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3159100;Sem transmissão;Episódico;Piorou
3159209;Episódico;Episódico;Se manteve
3159308;Episódico;Episódico;Se manteve
3159357;Episódico;Episódico;Se manteve
3159407;Episódico;Sem transmissão;Melhorou
3159506;Episódico;Episódico;Se manteve
3159605;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3159704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3159803;Epidêmico;Epidêmico;Se manteve
3159902;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3160009;Episódico;Episódico;Se manteve
3160108;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3160207;Sem transmissão;Episódico/Epidêmico;Piorou
3160306;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3160405;Episódico/Epidêmico;Epidêmico;Piorou
3160454;Episódico;Episódico;Se manteve
3160504;Sem transmissão;Sem transmissão;Se manteve
3160603;Episódico;Episódico;Se manteve
3160702;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3160801;Episódico;Sem transmissão;Melhorou
3160900;Episódico;Episódico;Se manteve
3160959;Episódico;Episódico;Se manteve
3161007;Episódico/Epidêmico;Episódico;Melhorou
3161056;Episódico;Episódico;Se manteve
3161106;Epidêmico;Episódico/Epidêmico;Melhorou
3161205;Episódico/Epidêmico;Episódico;Melhorou
3161304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3161403;Episódico;Episódico;Se manteve
3161502;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3161601;Episódico/Epidêmico;Episódico;Melhorou
3161650;Episódico;Episódico;Se manteve
3161700;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3161809;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3161908;Episódico;Epidêmico;Piorou
3162005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3162104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3162203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3162252;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3162302;Episódico;Episódico;Se manteve
3162401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3162450;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3162500;Episódico/Epidêmico;Epidêmico;Piorou
3162559;Episódico;Episódico;Se manteve
3162575;Episódico;Episódico/Epidêmico;Piorou
3162609;Episódico;Episódico;Se manteve
3162658;Episódico;Episódico/Epidêmico;Piorou
3162708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3162807;Episódico/Epidêmico;Episódico;Melhorou
3162906;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3162922;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3162948;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3162955;Episódico;Episódico/Epidêmico;Piorou
3163003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3163102;Episódico;Episódico/Epidêmico;Piorou
3163201;Episódico;Episódico;Se manteve
3163300;Episódico;Episódico;Se manteve
3163409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3163508;Episódico;Episódico;Se manteve
3163607;Episódico;Episódico;Se manteve
3163706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3163805;Episódico;Episódico;Se manteve
3163904;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3164001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3164100;Episódico;Episódico;Se manteve
3164209;Episódico/Epidêmico;Episódico;Melhorou
3164308;Episódico;Episódico/Epidêmico;Piorou
3164407;Episódico;Episódico;Se manteve
3164431;Episódico;Episódico;Se manteve
3164472;Episódico;Episódico;Se manteve
3164506;Episódico;Episódico;Se manteve
3164605;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3164704;Epidêmico;Epidêmico;Se manteve
3164803;Sem transmissão;Sem transmissão;Se manteve
3164902;Episódico;Episódico;Se manteve
3165008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3165107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3165206;Episódico/Epidêmico;Episódico;Melhorou
3165305;Episódico;Episódico;Se manteve
3165404;Episódico;Episódico;Se manteve
3165503;Episódico;Episódico;Se manteve
3165537;Epidêmico;Epidêmico;Se manteve
3165552;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3165560;Episódico;Episódico;Se manteve
3165578;Episódico;Episódico;Se manteve
3165602;Episódico;Episódico;Se manteve
3165701;Episódico;Episódico/Epidêmico;Piorou
3165800;Episódico;Episódico;Se manteve
3165909;Episódico;Episódico/Epidêmico;Piorou
3166006;Episódico;Episódico;Se manteve
3166105;Episódico;Episódico;Se manteve
3166204;Episódico/Epidêmico;Episódico;Melhorou
3166303;Episódico;Episódico;Se manteve
3166402;Episódico;Episódico;Se manteve
3166501;Episódico;Episódico;Se manteve
3166600;Episódico;Episódico/Epidêmico;Piorou
3166709;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3166808;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3166907;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3166956;Episódico;Episódico/Epidêmico;Piorou
3167004;Episódico;Episódico;Se manteve
3167103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3167202;Epidêmico;Epidêmico;Se manteve
3167301;Episódico;Episódico;Se manteve
3167400;Episódico;Episódico;Se manteve
3167509;Episódico;Episódico;Se manteve
3167608;Episódico;Episódico/Epidêmico;Piorou
3167707;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3167806;Episódico;Episódico;Se manteve
3167905;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3168002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3168051;Episódico;Episódico/Epidêmico;Piorou
3168101;Episódico;Episódico;Se manteve
3168200;Episódico;Episódico;Se manteve
3168309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3168408;Episódico/Epidêmico;Episódico;Melhorou
3168507;Episódico;Episódico/Epidêmico;Piorou
3168606;Epidêmico;Epidêmico;Se manteve
3168705;Epidêmico;Epidêmico;Se manteve
3168804;Episódico;Episódico;Se manteve
3168903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3169000;Episódico/Epidêmico;Epidêmico;Piorou
3169059;Episódico;Episódico;Se manteve
3169109;Episódico;Episódico;Se manteve
3169208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3169307;Epidêmico;Episódico/Epidêmico;Melhorou
3169356;Episódico/Epidêmico;Epidêmico;Piorou
3169406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3169505;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3169604;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3169703;Episódico/Epidêmico;Epidêmico;Piorou
3169802;Episódico;Episódico;Se manteve
3169901;Epidêmico;Epidêmico;Se manteve
3170008;Episódico;Episódico/Epidêmico;Piorou
3170057;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3170107;Epidêmico;Transmissão Persistente;Piorou
3170206;Epidêmico;Transmissão Persistente;Piorou
3170305;Episódico/Epidêmico;Episódico;Melhorou
3170404;Epidêmico;Epidêmico;Se manteve
3170438;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3170479;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3170503;Episódico/Epidêmico;Episódico;Melhorou
3170529;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3170578;Episódico;Episódico/Epidêmico;Piorou
3170602;Episódico;Episódico/Epidêmico;Piorou
3170651;Episódico;Episódico;Se manteve
3170701;Epidêmico;Epidêmico;Se manteve
3170750;Episódico;Episódico/Epidêmico;Piorou
3170800;Episódico/Epidêmico;Epidêmico;Piorou
3170909;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3171006;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3171030;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3171071;Episódico;Episódico;Se manteve
3171105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3171154;Episódico;Episódico;Se manteve
3171204;Epidêmico;Epidêmico;Se manteve
3171303;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3171402;Episódico;Episódico;Se manteve
3171501;Episódico/Epidêmico;Episódico;Melhorou
3171600;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3171709;Episódico;Episódico;Se manteve
3171808;Episódico/Epidêmico;Episódico;Melhorou
3171907;Episódico/Epidêmico;Episódico;Melhorou
3172004;Epidêmico;Epidêmico;Se manteve
3172103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3172202;Episódico;Episódico;Se manteve
3200102;Episódico/Epidêmico;Epidêmico;Piorou
3200136;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3200169;Episódico;Episódico/Epidêmico;Piorou
3200201;Epidêmico;Episódico/Epidêmico;Melhorou
3200300;Epidêmico;Episódico/Epidêmico;Melhorou
3200359;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3200409;Epidêmico;Episódico/Epidêmico;Melhorou
3200508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3200607;Epidêmico;Epidêmico;Se manteve
3200706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3200805;Epidêmico;Episódico/Epidêmico;Melhorou
3200904;Episódico/Epidêmico;Epidêmico;Piorou
3201001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3201100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3201159;Episódico;Episódico/Epidêmico;Piorou
3201209;Epidêmico;Epidêmico;Se manteve
3201308;Epidêmico;Epidêmico;Se manteve
3201407;Episódico/Epidêmico;Epidêmico;Piorou
3201506;Epidêmico;Epidêmico;Se manteve
3201605;Epidêmico;Episódico/Epidêmico;Melhorou
3201704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3201803;Episódico;Episódico;Se manteve
3201902;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3202009;Episódico;Episódico;Se manteve
3202108;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3202207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3202256;Episódico/Epidêmico;Episódico;Melhorou
3202306;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3202405;Epidêmico;Epidêmico;Se manteve
3202454;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3202504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3202553;Episódico;Episódico;Se manteve
3202603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3202652;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3202702;Episódico/Epidêmico;Epidêmico;Piorou
3202801;Epidêmico;Epidêmico;Se manteve
3202900;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3203007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3203056;Episódico/Epidêmico;Epidêmico;Piorou
3203106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3203130;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3203163;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3203205;Epidêmico;Epidêmico;Se manteve
3203304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3203320;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3203346;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3203353;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3203403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3203502;Epidêmico;Episódico/Epidêmico;Melhorou
3203601;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3203700;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3203809;Epidêmico;Episódico/Epidêmico;Melhorou
3203908;Epidêmico;Epidêmico;Se manteve
3204005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3204054;Epidêmico;Epidêmico;Se manteve
3204104;Epidêmico;Episódico/Epidêmico;Melhorou
3204203;Epidêmico;Episódico/Epidêmico;Melhorou
3204252;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3204302;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3204351;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3204401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3204500;Episódico/Epidêmico;Episódico;Melhorou
3204559;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3204609;Episódico/Epidêmico;Epidêmico;Piorou
3204658;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3204708;Epidêmico;Epidêmico;Se manteve
3204807;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3204906;Epidêmico;Epidêmico;Se manteve
3204955;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3205002;Epidêmico;Transmissão Persistente;Piorou
3205010;Epidêmico;Epidêmico;Se manteve
3205036;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3205069;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3205101;Epidêmico;Epidêmico;Se manteve
3205150;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3205176;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3205200;Epidêmico;Epidêmico;Se manteve
3205309;Epidêmico;Transmissão Persistente;Piorou
3300100;Epidêmico;Epidêmico;Se manteve
3300159;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3300209;Epidêmico;Episódico/Epidêmico;Melhorou
3300225;Episódico/Epidêmico;Episódico;Melhorou
3300233;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3300258;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3300308;Epidêmico;Episódico/Epidêmico;Melhorou
3300407;Epidêmico;Episódico/Epidêmico;Melhorou
3300456;Epidêmico;Epidêmico;Se manteve
3300506;Episódico/Epidêmico;Episódico;Melhorou
3300605;Epidêmico;Episódico/Epidêmico;Melhorou
3300704;Epidêmico;Epidêmico;Se manteve
3300803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3300902;Episódico;Episódico;Se manteve
3300936;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3300951;Episódico;Episódico;Se manteve
3301009;Epidêmico;Epidêmico;Se manteve
3301108;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3301157;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3301207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3301306;Epidêmico;Episódico/Epidêmico;Melhorou
3301405;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3301504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3301603;Episódico;Episódico;Se manteve
3301702;Epidêmico;Epidêmico;Se manteve
3301801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3301850;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3301876;Epidêmico;Epidêmico;Se manteve
3301900;Epidêmico;Epidêmico;Se manteve
3302007;Epidêmico;Episódico/Epidêmico;Melhorou
3302056;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3302106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3302205;Epidêmico;Epidêmico;Se manteve
3302254;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3302270;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3302304;Episódico;Episódico;Se manteve
3302403;Epidêmico;Epidêmico;Se manteve
3302452;Episódico/Epidêmico;Episódico;Melhorou
3302502;Epidêmico;Episódico/Epidêmico;Melhorou
3302601;Epidêmico;Episódico/Epidêmico;Melhorou
3302700;Epidêmico;Epidêmico;Se manteve
3302809;Episódico/Epidêmico;Episódico;Melhorou
3302858;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3302908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3303005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3303104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3303203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3303302;Epidêmico;Epidêmico;Se manteve
3303401;Epidêmico;Epidêmico;Se manteve
3303500;Epidêmico;Epidêmico;Se manteve
3303609;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3303708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3303807;Episódico/Epidêmico;Epidêmico;Piorou
3303856;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3303906;Epidêmico;Episódico/Epidêmico;Melhorou
3303955;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3304003;Epidêmico;Epidêmico;Se manteve
3304102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3304110;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3304128;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3304144;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3304151;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3304201;Epidêmico;Epidêmico;Se manteve
3304300;Epidêmico;Episódico/Epidêmico;Melhorou
3304409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3304508;Episódico/Epidêmico;Episódico;Melhorou
3304524;Epidêmico;Epidêmico;Se manteve
3304557;Transmissão Persistente;Transmissão Persistente;Se manteve
3304607;Episódico;Episódico;Se manteve
3304706;Epidêmico;Episódico/Epidêmico;Melhorou
3304755;Epidêmico;Episódico/Epidêmico;Melhorou
3304805;Epidêmico;Episódico/Epidêmico;Melhorou
3304904;Epidêmico;Epidêmico;Se manteve
3305000;Episódico/Epidêmico;Episódico;Melhorou
3305109;Epidêmico;Epidêmico;Se manteve
3305133;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3305158;Episódico/Epidêmico;Episódico;Melhorou
3305208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3305307;Episódico;Episódico;Se manteve
3305406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3305505;Epidêmico;Epidêmico;Se manteve
3305554;Epidêmico;Episódico/Epidêmico;Melhorou
3305604;Episódico/Epidêmico;Episódico;Melhorou
3305703;Episódico;Episódico;Se manteve
3305752;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3305802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3305901;Episódico/Epidêmico;Episódico;Melhorou
3306008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3306107;Epidêmico;Episódico/Epidêmico;Melhorou
3306156;Episódico;Episódico/Epidêmico;Piorou
3306206;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3306305;Epidêmico;Epidêmico;Se manteve
3500105;Epidêmico;Epidêmico;Se manteve
3500204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3500303;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3500402;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3500501;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3500550;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3500600;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3500709;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3500758;Episódico/Epidêmico;Episódico;Melhorou
3500808;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3500907;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3501004;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3501103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3501152;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3501202;Episódico/Epidêmico;Epidêmico;Piorou
3501301;Episódico/Epidêmico;Epidêmico;Piorou
3501400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3501509;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3501608;Epidêmico;Epidêmico;Se manteve
3501707;Epidêmico;Epidêmico;Se manteve
3501806;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3501905;Epidêmico;Epidêmico;Se manteve
3502002;Episódico;Episódico/Epidêmico;Piorou
3502101;Epidêmico;Epidêmico;Se manteve
3502200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3502309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3502408;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3502507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3502606;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3502705;Episódico;Episódico/Epidêmico;Piorou
3502754;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3502804;Epidêmico;Epidêmico;Se manteve
3502903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
